product_id,brand,product_name,category,review_count,avg_rating,repurchase_rate,photo_review_rate,profile_review_rate,review_confidence,review_signal_score,rating_signal_score,repurchase_signal_score,confidence_signal_score,review_signal_reason
prod_oy_a000000162308,라네즈,라네즈 워터뱅크 블루히알루로닉 세럼 50mL 기획 (+25ml),serum,363,4.752,0.1460,0.1543,0.2810,high,64.05,87.60,14.60,100.00,"평균별점 4.752, 리뷰 363건, 재구매율 0.1460, 프로필라벨율 0.2810"
prod_oy_a000000223425,달바,[미백/잡티케어] 달바 비타 토닝 세럼 토너 180ml,toner,363,4.876,0.1680,0.1267,0.2810,high,67.62,93.80,16.80,100.00,"평균별점 4.876, 리뷰 363건, 재구매율 0.1680, 프로필라벨율 0.2810"
prod_oy_a000000215561,유세린,[1등세럼/주름탄력개선]유세린 에피셀린 세럼 30ml,serum,362,4.729,0.0359,0.1575,0.3287,high,61.48,86.45,3.59,100.00,"평균별점 4.729, 리뷰 362건, 재구매율 0.0359, 프로필라벨율 0.3287"
prod_oy_a000000229520,성분에디터,[물광리프팅/녹는실리프팅앰플] 성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml,serum,362,4.812,0.1713,0.2044,0.4033,high,67.32,90.60,17.13,100.00,"평균별점 4.812, 리뷰 362건, 재구매율 0.1713, 프로필라벨율 0.4033"
prod_oy_a000000188934,바이오더마,[정품증정]바이오더마 센시비오 디펜시브 세럼 30ml 기획(+센시비오 디펜시브 40ml 증정),serum,358,4.670,0.1592,0.1648,0.2709,high,62.11,83.50,15.92,100.00,"평균별점 4.670, 리뷰 358건, 재구매율 0.1592, 프로필라벨율 0.2709"
prod_oy_a000000209515,메디큐브,[흔적미백] 메디큐브 연어 PDRN 핑크 앰플 30ml,serum,358,4.612,0.0698,0.1201,0.2765,high,58.31,80.60,6.98,100.00,"평균별점 4.612, 리뷰 358건, 재구매율 0.0698, 프로필라벨율 0.2765"
prod_oy_a000000222026,리쥬란,[모공PDRN/모공리프팅] 리쥬란 더마 힐러 포어 타이트닝 앰플 30ml,serum,358,4.779,0.0251,0.1285,0.2737,high,62.08,88.95,2.51,100.00,"평균별점 4.779, 리뷰 358건, 재구매율 0.0251, 프로필라벨율 0.2737"
prod_oy_a000000210924,인터미션,[단독기획]인터미션 레스트업 세럼스킨 290ml,toner,357,4.779,0.2157,0.2437,0.3137,high,67.24,88.95,21.57,100.00,"평균별점 4.779, 리뷰 357건, 재구매율 0.2157, 프로필라벨율 0.3137"
prod_oy_a000000158310,믹순,[수분결광] 믹순 콩 에센스 50ml,serum,355,4.546,0.1352,0.1549,0.2085,high,57.81,77.30,13.52,100.00,"평균별점 4.546, 리뷰 355건, 재구매율 0.1352, 프로필라벨율 0.2085"
prod_oy_a000000198166,라네즈,[100시간 속보습] 라네즈 워터뱅크 모이스춰 크림 45ml 기획 (+25ml),cream,355,4.769,0.0873,0.1070,0.3296,high,63.11,88.45,8.73,100.00,"평균별점 4.769, 리뷰 355건, 재구매율 0.0873, 프로필라벨율 0.3296"
prod_oy_a000000225604,차앤박,[흔적잡티케어/PDRN] 차앤박 더마앤서 핑크토닝 딥인샷 앰플 30ml 기획 (+15ml),serum,351,4.766,0.0171,0.1510,0.5328,high,63.08,88.30,1.71,100.00,"평균별점 4.766, 리뷰 351건, 재구매율 0.0171, 프로필라벨율 0.5328"
prod_oy_a000000226527,셀인샷,[수분/진정] 셀인샷 EGF 알란테놀 트러블 크림 70ml,cream,350,4.743,0.1686,0.1600,0.3114,high,64.46,87.15,16.86,100.00,"평균별점 4.743, 리뷰 350건, 재구매율 0.1686, 프로필라벨율 0.3114"
prod_oy_a000000192787,어바웃미,어바웃미 숲 진정 수분크림 80ml 기획 (+10ml) *,cream,349,4.748,0.1805,0.1748,0.4183,high,65.52,87.40,18.05,100.00,"평균별점 4.748, 리뷰 349건, 재구매율 0.1805, 프로필라벨율 0.4183"
prod_oy_a000000176320,메이크프렘,메이크프렘 인테카 진정 토너 200ml,toner,345,4.748,0.1014,0.1014,0.3652,high,62.94,87.40,10.14,100.00,"평균별점 4.748, 리뷰 345건, 재구매율 0.1014, 프로필라벨율 0.3652"
prod_oy_a000000210343,로벡틴,[3일 잡티흔적케어 / 비타민C앰플] 로벡틴 비타 다크 스팟 세럼 30ml,serum,345,4.910,0.4116,0.1913,0.2406,high,73.87,95.50,41.16,100.00,"평균별점 4.910, 리뷰 345건, 재구매율 0.4116, 프로필라벨율 0.2406"
prod_oy_a000000254728,조선미녀,[단독/붓기완화] 조선미녀 붉은팥 PDRN 모공탄력 세럼 30ml 더블기획,serum,345,4.832,0.0029,0.2087,0.5449,high,65.25,91.60,0.29,100.00,"평균별점 4.832, 리뷰 345건, 재구매율 0.0029, 프로필라벨율 0.5449"
prod_oy_a000000199982,웰라쥬,[화해1위/트러블] 웰라쥬 리얼 시카 카밍 95 트러블 앰플 50ml,serum,341,4.610,0.1056,0.0880,0.2610,high,58.57,80.50,10.56,100.00,"평균별점 4.610, 리뷰 341건, 재구매율 0.1056, 프로필라벨율 0.2610"
prod_oy_a000000255719,동아제약,[단독기획] 동아제약 색소침착 프로 액제 30ml 기획(+크림제5ml),serum,341,4.724,0.2287,0.0880,0.4282,high,65.01,86.20,22.87,100.00,"평균별점 4.724, 리뷰 341건, 재구매율 0.2287, 프로필라벨율 0.4282"
prod_oy_a000000188751,몰바니,몰바니 아티초크 카밍 케어 수딩 크림 100ml,cream,340,4.800,0.2941,0.1294,0.3206,high,68.28,90.00,29.41,100.00,"평균별점 4.800, 리뷰 340건, 재구매율 0.2941, 프로필라벨율 0.3206"
prod_oy_a000000224487,바이오힐보,[장벽크림] 바이오힐 보 판테셀 리페어 시카좀 크림 80mL [단품/증정기획],cream,339,4.649,0.0914,0.1799,0.3156,high,60.55,82.45,9.14,100.00,"평균별점 4.649, 리뷰 339건, 재구매율 0.0914, 프로필라벨율 0.3156"
prod_oy_a000000201592,헤브블루,헤브블루 살몬 PDRN 케어링 센텔라 크림 100ml,cream,338,4.695,0.1272,0.1538,0.2988,high,62.19,84.75,12.72,100.00,"평균별점 4.695, 리뷰 338건, 재구매율 0.1272, 프로필라벨율 0.2988"
prod_oy_a000000205340,유세린,[1+1] 유세린 더모퓨리파이어 토너 더블 기획 (200ml+200ml),toner,338,4.728,0.1361,0.1095,0.2959,high,62.82,86.40,13.61,100.00,"평균별점 4.728, 리뷰 338건, 재구매율 0.1361, 프로필라벨율 0.2959"
prod_oy_a000000225649,리얼베리어,[수분잠금] 리얼베리어 워터리 히알 크림 70ml 기획 (+25ml),cream,338,4.899,0.0740,0.1420,0.3491,high,66.87,94.95,7.40,100.00,"평균별점 4.899, 리뷰 338건, 재구매율 0.0740, 프로필라벨율 0.3491"
prod_oy_a000000113806,아이소이,[응급진정토닉] 아이소이 아크니 닥터 1st 컨트롤 토닉 90ml,toner,337,4.751,0.2789,0.1009,0.2077,high,65.78,87.55,27.89,100.00,"평균별점 4.751, 리뷰 337건, 재구매율 0.2789, 프로필라벨율 0.2077"
prod_oy_a000000149717,바이오더마,바이오더마 세비엄 센서티브 30ml,cream,337,4.490,0.2315,0.1306,0.3027,high,58.42,74.50,23.15,100.00,"평균별점 4.490, 리뷰 337건, 재구매율 0.2315, 프로필라벨율 0.3027"
prod_oy_a000000203564,닥터지,[슬로에이징/영양탄력] 닥터지 블랙스네일 토너 150ml,toner,336,4.848,0.0952,0.1369,0.3065,high,65.63,92.40,9.52,100.00,"평균별점 4.848, 리뷰 336건, 재구매율 0.0952, 프로필라벨율 0.3065"
prod_oy_a000000189772,더랩바이블랑두,더랩바이블랑두 엑스퍼트루 잡티케어 세럼 30ml 기획 (+샤셰 4매 증정),serum,335,4.731,0.0925,0.2000,0.4806,high,63.86,86.55,9.25,100.00,"평균별점 4.731, 리뷰 335건, 재구매율 0.0925, 프로필라벨율 0.4806"
prod_oy_a000000182072,비원츠,[NCT태용 PICK/괄사롤러] 비원츠 시카콜라겐 리프팅크림 50ml,cream,334,4.713,0.0689,0.1347,0.4611,high,62.14,85.65,6.89,100.00,"평균별점 4.713, 리뷰 334건, 재구매율 0.0689, 프로필라벨율 0.4611"
prod_oy_a000000150756,차앤박,차앤박(CNP) 히알루로닉 더마텐션 세럼 더블용량 기획(30ml+15ml*2EA),serum,332,4.771,0.1747,0.1747,0.3163,high,65.53,88.55,17.47,100.00,"평균별점 4.771, 리뷰 332건, 재구매율 0.1747, 프로필라벨율 0.3163"
prod_oy_a000000165355,AHC,AHC 허브솔루션 위치하젤 토너 500ml,toner,332,4.774,0.1928,0.1867,0.2681,high,65.85,88.70,19.28,100.00,"평균별점 4.774, 리뷰 332건, 재구매율 0.1928, 프로필라벨율 0.2681"
prod_oy_a000000247196,조선미녀,[NEW/붓기완화] 조선미녀 붉은팥 PDRN 모공탄력 세럼 30ml,serum,328,4.832,0.0030,0.2134,0.5579,high,65.36,91.60,0.30,100.00,"평균별점 4.832, 리뷰 328건, 재구매율 0.0030, 프로필라벨율 0.5579"
prod_oy_a000000167170,차앤박,[쿨링/수분] 차앤박 아쿠아 수딩 크림 1+1 기획,cream,327,4.841,0.2783,0.1284,0.2141,high,68.55,92.05,27.83,100.00,"평균별점 4.841, 리뷰 327건, 재구매율 0.2783, 프로필라벨율 0.2141"
prod_oy_a000000204075,코스알엑스,코스알엑스 풀핏 프로폴리스 라이트 앰플 40ml 1+1 기획,serum,325,4.895,0.3538,0.1385,0.1969,high,71.56,94.75,35.38,100.00,"평균별점 4.895, 리뷰 325건, 재구매율 0.3538, 프로필라벨율 0.1969"
prod_oy_a000000228418,성분에디터,[화잘먹크림/모공결정돈] 성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,cream,325,4.665,0.0338,0.1538,0.4123,high,60.06,83.25,3.38,100.00,"평균별점 4.665, 리뷰 325건, 재구매율 0.0338, 프로필라벨율 0.4123"
prod_oy_a000000202537,더마토리,[1+1] 더마토리 히알샷 베리어 크림 B5 70ml 1+1 기획,cream,324,4.775,0.1327,0.1265,0.3333,high,64.40,88.75,13.27,100.00,"평균별점 4.775, 리뷰 324건, 재구매율 0.1327, 프로필라벨율 0.3333"
prod_oy_a000000207141,피지오겔,피지오겔 레드수딩 시카밸런스 포어컨트롤 세럼 50ml,serum,323,4.759,0.0867,0.1765,0.3158,high,63.45,87.95,8.67,100.00,"평균별점 4.759, 리뷰 323건, 재구매율 0.0867, 프로필라벨율 0.3158"
prod_oy_a000000209298,아벤느,[모공앰플] 아벤느 HAB3 탄력 액티브 안티에이징 세럼 30ml (기획/단품),serum,323,4.796,0.0588,0.1734,0.3870,high,64.24,89.80,5.88,100.00,"평균별점 4.796, 리뷰 323건, 재구매율 0.0588, 프로필라벨율 0.3870"
prod_oy_a000000104173,크리니크,크리니크 노란에센스로션 125ml,lotion,322,4.783,0.0528,0.1957,0.1801,high,62.95,89.15,5.28,100.00,"평균별점 4.783, 리뷰 322건, 재구매율 0.0528, 프로필라벨율 0.1801"
prod_oy_a000000256802,웰라쥬,[카니PICK/속수분크림] 웰라쥬 리얼 히알루로닉 수딩 크림 80ml 기획(+20ml),cream,322,4.820,0.0404,0.1398,0.4876,high,64.69,91.00,4.04,100.00,"평균별점 4.820, 리뷰 322건, 재구매율 0.0404, 프로필라벨율 0.4876"
prod_oy_a000000257377,센텔리안24,[1등 세럼/모공피지] 센텔리안24 마데카 분말 티트리 에이씨 6g 더블기획 푸린 에디션 (+푸린수면안대 포켓몬),serum,321,4.757,0.0654,0.1495,0.4050,high,63.15,87.85,6.54,100.00,"평균별점 4.757, 리뷰 321건, 재구매율 0.0654, 프로필라벨율 0.4050"
prod_oy_a000000164211,피지오겔,피지오겔 레드수딩 시카밸런스 토너 200ml,toner,317,4.861,0.1830,0.1262,0.2934,high,67.57,93.05,18.30,100.00,"평균별점 4.861, 리뷰 317건, 재구매율 0.1830, 프로필라벨율 0.2934"
prod_oy_a000000210195,마일드랩,[색소침착/미백] 마일드랩 딥 멜라케어 앰플 30ml,serum,317,4.719,0.0284,0.1767,0.4227,high,61.72,85.95,2.84,100.00,"평균별점 4.719, 리뷰 317건, 재구매율 0.0284, 프로필라벨율 0.4227"
prod_oy_a000000104176,크리니크,크리니크 노란에센스젤 125ml,lotion,316,4.778,0.0538,0.1772,0.2057,high,62.77,88.90,5.38,100.00,"평균별점 4.778, 리뷰 316건, 재구매율 0.0538, 프로필라벨율 0.2057"
prod_oy_a000000237831,샤이샤이샤이,[속광부스터] 샤이샤이샤이 리페어 밀키 우레아 글로우 버블 세럼 110ml,serum,315,4.914,0.0413,0.1238,0.3905,high,66.65,95.70,4.13,100.00,"평균별점 4.914, 리뷰 315건, 재구매율 0.0413, 프로필라벨율 0.3905"
prod_oy_a000000242515,센텔리안24,[1등 손상장벽] 센텔리안24 마데카 크림 PDRN 기획세트 50ml+15ml,cream,314,4.889,0.1847,0.1592,0.3949,high,69.21,94.45,18.47,100.00,"평균별점 4.889, 리뷰 314건, 재구매율 0.1847, 프로필라벨율 0.3949"
prod_oy_a000000118797,유세린,[수분크림1+1] 유세린 아쿠아포린 액티브 리치크림 건성피부용 50ml,cream,312,4.779,0.0962,0.1763,0.2500,high,63.86,88.95,9.62,100.00,"평균별점 4.779, 리뷰 312건, 재구매율 0.0962, 프로필라벨율 0.2500"
prod_oy_a000000200604,라로슈포제,라로슈포제 에빠끌라 듀오+M 트러블 에센스 40ml,serum,308,4.718,0.0909,0.1494,0.2955,high,62.03,85.90,9.09,100.00,"평균별점 4.718, 리뷰 308건, 재구매율 0.0909, 프로필라벨율 0.2955"
prod_oy_a000000129444,이즈앤트리,[대용량] 이즈앤트리 히아루론산 토너 400ml,toner,307,4.775,0.1075,0.1401,0.2378,high,63.55,88.75,10.75,100.00,"평균별점 4.775, 리뷰 307건, 재구매율 0.1075, 프로필라벨율 0.2378"
prod_oy_a000000199277,로우퀘스트,로우퀘스트 베리어 인핸싱 토너 투 에센스 200ml,serum,307,4.912,0.0195,0.2638,0.6091,high,68.65,95.60,1.95,100.00,"평균별점 4.912, 리뷰 307건, 재구매율 0.0195, 프로필라벨율 0.6091"
prod_oy_a000000147130,닥터지,[멀티보습밤] 닥터지 더모이스처 배리어 D 멀티밤 50ml,cream,306,4.775,0.1765,0.1503,0.2810,high,65.25,88.75,17.65,100.00,"평균별점 4.775, 리뷰 306건, 재구매율 0.1765, 프로필라벨율 0.2810"
prod_oy_a000000144917,하다라보,[쫀쫀고보습에멀전] 하다라보 고쿠쥰 밀크 140mL,lotion,305,4.784,0.1607,0.1410,0.2721,high,65.04,89.20,16.07,100.00,"평균별점 4.784, 리뷰 305건, 재구매율 0.1607, 프로필라벨율 0.2721"
prod_oy_a000000198199,라네즈,[꾸덕보습] 라네즈 워터뱅크 인텐시브 크림 45ml 기획 (+10ml*2ea),cream,305,4.718,0.0885,0.1016,0.3213,high,61.64,85.90,8.85,100.00,"평균별점 4.718, 리뷰 305건, 재구매율 0.0885, 프로필라벨율 0.3213"
prod_oy_a000000202453,빌리프,[결광톤업] 빌리프 슈퍼드랍스 비타C토닝 결광 세럼 30ml 단품 / 1+1 기획,serum,305,4.787,0.0164,0.2426,0.5410,high,64.60,89.35,1.64,100.00,"평균별점 4.787, 리뷰 305건, 재구매율 0.0164, 프로필라벨율 0.5410"
prod_oy_a000000209830,VT,[리들샷 꿀조합] VT 티엑스토닝 에센스 1000샷 30ml 기획 (+15ml)/단품,serum,302,4.623,0.1093,0.1060,0.3212,high,59.48,81.15,10.93,100.00,"평균별점 4.623, 리뷰 302건, 재구매율 0.1093, 프로필라벨율 0.3212"
prod_oy_a000000212251,오브제,오브제 포어 제로 오일 컨트롤 로션 70ml,lotion,300,4.920,0.1233,0.1033,0.2167,high,67.38,96.00,12.33,100.00,"평균별점 4.920, 리뷰 300건, 재구매율 0.1233, 프로필라벨율 0.2167"
prod_oy_a000000248051,마녀공장,[잡티세럼] 마녀공장 글루타치온 7 다크스팟 세럼 30ml,serum,299,4.702,0.0201,0.2609,0.3679,high,61.66,85.10,2.01,100.00,"평균별점 4.702, 리뷰 299건, 재구매율 0.0201, 프로필라벨율 0.3679"
prod_oy_a000000255328,아누아,[한정기획] 아누아 어성초 77 히알루론산 수분 진정 토너 350ml 더블기획 (+어성초 크림 20ml),toner,298,4.815,0.0302,0.1074,0.2081,high,62.63,90.75,3.02,100.00,"평균별점 4.815, 리뷰 298건, 재구매율 0.0302, 프로필라벨율 0.2081"
prod_oy_a000000174304,유리아쥬,[수분탄력에센스] 유리아쥬 글로우업 오 에센스 100ml,serum,297,4.714,0.1481,0.0976,0.2391,high,62.27,85.70,14.81,100.00,"평균별점 4.714, 리뷰 297건, 재구매율 0.1481, 프로필라벨율 0.2391"
prod_oy_a000000184133,에스트라,[트러블세럼] 에스트라 테라크네365 액티브 세럼 30ml,serum,297,4.704,0.2054,0.1010,0.3805,high,63.88,85.20,20.54,100.00,"평균별점 4.704, 리뷰 297건, 재구매율 0.2054, 프로필라벨율 0.3805"
prod_oy_a000000182685,에스트라,[트러블로션] 에스트라 테라크네365 수딩 액티브 모이스처라이저 60ml,cream,295,4.664,0.1797,0.1153,0.3797,high,62.41,83.20,17.97,100.00,"평균별점 4.664, 리뷰 295건, 재구매율 0.1797, 프로필라벨율 0.3797"
prod_oy_a000000209299,아벤느,[리프팅]아벤느 HAB3 탄력 액티브 안티에이징 크림 50ml 기획/단품,cream,295,4.725,0.0407,0.2102,0.4000,high,62.35,86.25,4.07,100.00,"평균별점 4.725, 리뷰 295건, 재구매율 0.0407, 프로필라벨율 0.4000"
prod_oy_a000000170039,닥터지,[트러블/여드름]닥터지 에이클리어 밸런싱 모이스처라이저 70ml 기획 (+세럼 10ml),cream,294,4.704,0.1837,0.0884,0.2687,high,62.76,85.20,18.37,100.00,"평균별점 4.704, 리뷰 294건, 재구매율 0.1837, 프로필라벨율 0.2687"
prod_oy_a000000154627,아이소이,[코어탄력스팟] 아이소이 인텐시브 리프팅 스팟 25ml,cream,291,4.739,0.1306,0.1134,0.2371,high,62.75,86.95,13.06,100.00,"평균별점 4.739, 리뷰 291건, 재구매율 0.1306, 프로필라벨율 0.2371"
prod_oy_a000000216315,아벤느,[손상/흔적 리페어]아벤느 시칼파트+ 블레미쉬 크림 40ml 더블 기획,cream,290,4.607,0.0793,0.1172,0.3448,high,58.67,80.35,7.93,100.00,"평균별점 4.607, 리뷰 290건, 재구매율 0.0793, 프로필라벨율 0.3448"
prod_oy_a000000228257,더마팩토리,더마팩토리 트라넥삼산 6% 크림 30ml,cream,290,4.700,0.1138,0.1931,0.3724,high,62.82,85.00,11.38,100.00,"평균별점 4.700, 리뷰 290건, 재구매율 0.1138, 프로필라벨율 0.3724"
prod_oy_a000000251937,세타필,[20ml 증정/붉은기완화] 세타필 시카 세라 장벽 크림 45ml,cream,289,4.872,0.0242,0.1903,0.5571,high,66.65,93.60,2.42,100.00,"평균별점 4.872, 리뷰 289건, 재구매율 0.0242, 프로필라벨율 0.5571"
prod_oy_a000000195739,헤이네이처,헤이네이처 어성초 앰플 20ml 기획(+어성초 마스크 2매),serum,288,4.691,0.1944,0.1042,0.2639,high,62.75,84.55,19.44,100.00,"평균별점 4.691, 리뷰 288건, 재구매율 0.1944, 프로필라벨율 0.2639"
prod_oy_a000000243679,피지오겔,피지오겔 DMT 에센스 인 토너 200ml (+토너 50ml),toner,286,4.888,0.0664,0.1189,0.2378,high,65.63,94.40,6.64,100.00,"평균별점 4.888, 리뷰 286건, 재구매율 0.0664, 프로필라벨율 0.2378"
prod_oy_a000000214323,유리아쥬,[강력진정세럼] 유리아쥬 시카 데일리 인텐스 리페어 세럼 30ml,serum,285,4.726,0.1579,0.1789,0.3649,high,64.24,86.30,15.79,100.00,"평균별점 4.726, 리뷰 285건, 재구매율 0.1579, 프로필라벨율 0.3649"
prod_oy_a000000192301,VT,[모공케어] VT 리들샷 700 에센스 30ml,serum,282,4.777,0.0426,0.1667,0.3617,high,63.20,88.85,4.26,100.00,"평균별점 4.777, 리뷰 282건, 재구매율 0.0426, 프로필라벨율 0.3617"
prod_oy_a000000116658,유리아쥬,[빠른진정토너] 유리아쥬 배리어덤 시카 토너 250ml,toner,280,4.675,0.1893,0.1429,0.2321,high,62.44,83.75,18.93,100.00,"평균별점 4.675, 리뷰 280건, 재구매율 0.1893, 프로필라벨율 0.2321"
prod_oy_a000000242839,아벤느,[밀도보습] 아벤느 이드랑스 리치 크림 40ml 2입 기획,cream,280,4.686,0.0429,0.1464,0.2964,high,60.17,84.30,4.29,100.00,"평균별점 4.686, 리뷰 280건, 재구매율 0.0429, 프로필라벨율 0.2964"
prod_oy_a000000166383,큐어,[증량기획] 큐어 리알로에 워터 젤리 토너 500ml 기획 (+50ml),toner,279,4.799,0.1971,0.2186,0.3011,high,67.11,89.95,19.71,100.00,"평균별점 4.799, 리뷰 279건, 재구매율 0.1971, 프로필라벨율 0.3011"
prod_oy_a000000218444,비욘드,[피지&모공 7일케어] 비욘드 엔젤 티트리올 10% 트러블 앰플 50ml,serum,277,4.700,0.0036,0.1733,0.5199,high,61.15,85.00,0.36,100.00,"평균별점 4.700, 리뷰 277건, 재구매율 0.0036, 프로필라벨율 0.5199"
prod_oy_a000000189768,메디필,[모공플럼핑 수분앰플] 메디필 히알루론산 레이어 물톡스 앰플 30ml,serum,275,4.753,0.2400,0.2000,0.3164,high,66.59,87.65,24.00,100.00,"평균별점 4.753, 리뷰 275건, 재구매율 0.2400, 프로필라벨율 0.3164"
prod_oy_a000000255330,아누아,[한정기획] 아누아 어성초 77 B3징크 트러블 세럼 30ml 더블기획 (+어성초 수딩 크림 20ml),serum,275,4.753,0.1273,0.2909,0.1855,high,64.59,87.65,12.73,100.00,"평균별점 4.753, 리뷰 275건, 재구매율 0.1273, 프로필라벨율 0.1855"
prod_oy_a000000202461,빌리프,[모공X탄력X장벽] 빌리프 슈퍼드랍스 펩타이드 퍼밍 세럼 30ml,serum,274,4.818,0.0000,0.2007,0.5365,high,64.68,90.90,0.00,100.00,"평균별점 4.818, 리뷰 274건, 재구매율 0.0000, 프로필라벨율 0.5365"
prod_oy_a000000016873,유리아쥬,[수분장벽토너] 유리아쥬 제모스 토너 250ml,toner,272,4.717,0.1213,0.0993,0.2279,high,61.78,85.85,12.13,100.00,"평균별점 4.717, 리뷰 272건, 재구매율 0.1213, 프로필라벨율 0.2279"
prod_oy_a000000154263,앰플엔,[민감피부진정] 앰플엔 센텔카밍샷 시카진정앰플 100ml,serum,272,4.794,0.1875,0.1728,0.2794,high,66.21,89.70,18.75,100.00,"평균별점 4.794, 리뷰 272건, 재구매율 0.1875, 프로필라벨율 0.2794"
prod_oy_a000000203963,더하르나이,[화잘먹앰플/1+1단독기획]더하르나이 앰플세럼 50ml 리필기획(본품+리필),serum,272,4.739,0.1397,0.1471,0.2794,high,63.48,86.95,13.97,100.00,"평균별점 4.739, 리뷰 272건, 재구매율 0.1397, 프로필라벨율 0.2794"
prod_oy_a000000230877,바이오던스,[탄력수분크림] 바이오던스 포어 퍼펙팅 콜라겐 펩타이드 크림 50ml 기획 (+10ml),cream,271,4.738,0.0443,0.1402,0.3801,high,61.98,86.90,4.43,100.00,"평균별점 4.738, 리뷰 271건, 재구매율 0.0443, 프로필라벨율 0.3801"
prod_oy_a000000184772,닥터자르트,[워터젤리/수분에센스]닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스 150ml,serum,269,4.822,0.2045,0.1301,0.2788,high,66.89,91.10,20.45,100.00,"평균별점 4.822, 리뷰 269건, 재구매율 0.2045, 프로필라벨율 0.2788"
prod_oy_a000000200622,에스네이처,[수분쿨링/열감진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml,cream,269,4.888,0.1375,0.1227,0.4052,high,67.92,94.40,13.75,100.00,"평균별점 4.888, 리뷰 269건, 재구매율 0.1375, 프로필라벨율 0.4052"
prod_oy_a000000256752,이즈앤트리,이즈앤트리 초저분자 히아루론산 토너 300ml 리필기획 (+200ml 리필 + 미스트 펌프 + 늘어나는 화장솜),toner,268,4.810,0.0970,0.1493,0.2575,high,64.50,90.50,9.70,100.00,"평균별점 4.810, 리뷰 268건, 재구매율 0.0970, 프로필라벨율 0.2575"
prod_oy_a000000197102,이즈앤트리,[NCT 재민PICK] 이즈앤트리 초저분자 히아루론산 토너 300ml,toner,267,4.809,0.0974,0.1498,0.2584,high,64.49,90.45,9.74,100.00,"평균별점 4.809, 리뷰 267건, 재구매율 0.0974, 프로필라벨율 0.2584"
prod_oy_a000000169683,차앤박,[쿨링/진정] 차앤박 아쿠아 수딩 토너 200ml 1+1 기획,toner,266,4.816,0.2669,0.1165,0.2105,high,67.50,90.80,26.69,100.00,"평균별점 4.816, 리뷰 266건, 재구매율 0.2669, 프로필라벨율 0.2105"
prod_oy_a000000202905,주미소,[항산화/광채케어]주미소 안티옥시던트 글로우 수분광채 에센스 40ml,serum,265,4.789,0.0038,0.2453,0.6113,high,64.78,89.45,0.38,100.00,"평균별점 4.789, 리뷰 265건, 재구매율 0.0038, 프로필라벨율 0.6113"
prod_oy_a000000176352,클라뷰,클라뷰 리얼 비건 저분자 콜라겐 탄력 크림 50ml,cream,263,4.916,0.2281,0.3422,0.3612,high,72.48,95.80,22.81,100.00,"평균별점 4.916, 리뷰 263건, 재구매율 0.2281, 프로필라벨율 0.3612"
prod_oy_a000000186655,더랩바이블랑두,[수분부스터] 더랩바이블랑두 올리고 히알루론산 부스팅 앰플 30ml 리필 기획,serum,263,4.707,0.2776,0.1065,0.2433,high,64.78,85.35,27.76,100.00,"평균별점 4.707, 리뷰 263건, 재구매율 0.2776, 프로필라벨율 0.2433"
prod_oy_a000000200145,빌리프,[수분보습폭탄] 빌리프 모이스춰라이징 밤 / 아쿠아 밤 30ml 기획 (+뉴메로10 에센스 35ml),cream,263,4.909,0.0304,0.1939,0.4829,high,67.46,95.45,3.04,100.00,"평균별점 4.909, 리뷰 263건, 재구매율 0.0304, 프로필라벨율 0.4829"
prod_oy_a000000213492,메디큐브,[흔적미백]메디큐브 PDRN 핑크 시카 수딩 토너 250ml,toner,263,4.802,0.3194,0.4335,0.1977,high,71.27,90.10,31.94,100.00,"평균별점 4.802, 리뷰 263건, 재구매율 0.3194, 프로필라벨율 0.1977"
prod_oy_a000000231799,엑시스와이,[잡티컷세럼/미백] 엑시스와이 잡티케어 글로우 세럼 50ml,serum,263,4.875,0.0798,0.2433,0.5932,high,68.56,93.75,7.98,100.00,"평균별점 4.875, 리뷰 263건, 재구매율 0.0798, 프로필라벨율 0.5932"
prod_oy_a000000250225,세포랩,[7월 올영픽/화잘먹부스팅템] 세포랩 바이오제닉 에센스 블렌디드 포뮬라 50% (100ml /30ml),serum,263,4.897,0.3194,0.1863,0.2357,high,71.60,94.85,31.94,100.00,"평균별점 4.897, 리뷰 263건, 재구매율 0.3194, 프로필라벨율 0.2357"
prod_oy_a000000153913,싸이닉,싸이닉 더 심플 릴리프 수분크림 더블 기획 (80ml+80ml),serum,256,4.730,0.1523,0.1484,0.2734,high,63.47,86.50,15.23,100.00,"평균별점 4.730, 리뷰 256건, 재구매율 0.1523, 프로필라벨율 0.2734"
prod_oy_a000000118798,유세린,[수분크림1+1] 유세린 아쿠아포린 액티브 라이트크림 복합성용 50ml,cream,255,4.686,0.0745,0.1725,0.2314,high,60.74,84.30,7.45,100.00,"평균별점 4.686, 리뷰 255건, 재구매율 0.0745, 프로필라벨율 0.2314"
prod_oy_a000000183516,라로슈포제,라로슈포제 에빠끌라 AI 15ml,serum,255,4.522,0.1176,0.1608,0.2235,high,56.93,76.10,11.76,100.00,"평균별점 4.522, 리뷰 255건, 재구매율 0.1176, 프로필라벨율 0.2235"
