ingredient_rank,ingredient_id,name_ko,name_en,product_count,cohort_source,score_status,active_effect_count,active_effect_ids,min_effect_score,max_effect_score,score_origins,human_approval_gate_used,full_text_gate_used
174,aloe_barbadensis_leaf_extract,알로에베라잎추출물,Aloe Barbadensis Leaf Extract,1871,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
175,dextrin,덱스트린,Dextrin,1868,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
177,polyglyceryl_4_isostearate,폴리글리세릴-4아이소스테아레이트,Polyglyceryl-4 Isostearate,1858,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
178,polysilicone_11,폴리실리콘-11,Polysilicone-11,1858,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
180,coco_glucoside,코코-글루코사이드,Coco-Glucoside,1841,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
181,threonine,트레오닌,Threonine,1832,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
182,eugenol,유제놀,Eugenol,1823,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
183,sorbitan_oleate,솔비탄올리에이트,Sorbitan Oleate,1803,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
185,prunus_amygdalus_dulcis_sweet_almond_oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,1788,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
186,cellulose_gum,셀룰로오스검,Cellulose Gum,1753,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
187,iron_oxide_red,적색산화철,Iron Oxide Red,1739,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
188,histidine,히스티딘,Histidine,1733,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
189,silica_dimethyl_silylate,실리카다이메틸실릴레이트,Silica Dimethyl Silylate,1732,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
190,lavandula_angustifolia_lavender_oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,1710,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
191,disodium_phosphate,다이소듐포스페이트,Disodium Phosphate,1704,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
192,hydrolyzed_collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,1691,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
193,disodium_stearoyl_glutamate,다이소듐스테아로일글루타메이트,Disodium Stearoyl Glutamate,1681,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
195,dicaprylyl_carbonate,다이카프릴릴카보네이트,Dicaprylyl Carbonate,1678,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
196,boron_nitride,보론나이트라이드,Boron Nitride,1674,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
197,aspartic_acid,아스파틱애씨드,Aspartic Acid,1670,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
198,linalyl_acetate,리날릴아세테이트,Linalyl Acetate,1658,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
199,isostearic_acid,아이소스테아릭애씨드,Isostearic Acid,1655,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
200,cetyl_ethylhexanoate,세틸에틸헥사노에이트,Cetyl Ethylhexanoate,1651,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
201,polyglyceryl_2_triisostearate,폴리글리세릴-2트라이아이소스테아레이트,Polyglyceryl-2 Triisostearate,1650,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
202,phenylalanine,페닐알라닌,Phenylalanine,1634,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
203,vitis_vinifera_grape_seed_oil,포도씨오일,Vitis Vinifera (Grape) Seed Oil,1630,new_466,score_active_new,1,effect_moisture_barrier,35,35,official_function_prior+ai_paper_override,N,N
204,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
205,aminomethyl_propanol,아미노메틸프로판올,Aminomethyl Propanol,1613,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
206,pvp,피브이피,PVP,1609,new_466,score_active_new,1,effect_wrinkle,50,50,ai_paper_override,N,N
207,asiaticoside,아시아티코사이드,Asiaticoside,1602,new_466,score_active_new,1,effect_wrinkle,70,70,ai_paper_override,N,N
208,polysorbate_80,폴리솔베이트80,Polysorbate 80,1601,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
209,glycol_distearate,글라이콜다이스테아레이트,Glycol Distearate,1596,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
210,menthol,멘톨,Menthol,1596,new_466,score_active_new,1,effect_calming,33,33,official_function_prior,N,N
211,polyglyceryl_3_polyricinoleate,폴리글리세릴-3폴리리시놀리에이트,Polyglyceryl-3 Polyricinoleate,1584,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
212,polyacrylate_crosspolymer_6,폴리아크릴레이트크로스폴리머-6,Polyacrylate Crosspolymer-6,1582,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
213,valine,발린,Valine,1579,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
214,cyclohexasiloxane,사이클로헥사실록세인,Cyclohexasiloxane,1546,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
215,methicone,메티콘,Methicone,1537,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
216,vinyl_dimethicone_methicone_silsesquioxane_crosspolymer,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,1529,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
217,isoleucine,아이소류신,Isoleucine,1526,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
218,sucrose,수크로오스,Sucrose,1520,new_466,score_active_new,2,effect_calming|effect_moisture_barrier,32,33,official_function_prior,N,N
219,ethylhexyl_methoxycinnamate,에칠헥실메톡시신나메이트,Ethylhexyl Methoxycinnamate,1519,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
220,potassium_cetyl_phosphate,포타슘세틸포스페이트,Potassium Cetyl Phosphate,1517,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
221,polyethylene,폴리에틸렌,Polyethylene,1516,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
222,glyceryl_stearate_se,글리세릴스테아레이트에스이,Glyceryl Stearate SE,1500,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
223,sodium_gluconate,소듐글루코네이트,Sodium Gluconate,1498,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
224,glutamic_acid,글루타믹애씨드,Glutamic Acid,1483,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
225,methyl_methacrylate_crosspolymer,메틸메타크릴레이트크로스폴리머,Methyl Methacrylate Crosspolymer,1479,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
226,methyl_trimethicone,메틸트라이메티콘,Methyl Trimethicone,1473,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
227,butyloctyl_salicylate,부틸옥틸살리실레이트,Butyloctyl Salicylate,1471,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
228,iron_oxide_yellow,황색산화철,Iron Oxide Yellow,1463,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
229,citrus_aurantium_dulcis_orange_peel_oil,오렌지껍질오일,Citrus Aurantium Dulcis (Orange) Peel Oil,1458,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
230,curcuma_longa_turmeric_root_extract,울금뿌리추출물,Curcuma Longa (Turmeric) Root Extract,1455,new_466,score_active_new,1,effect_acne_sebum,50,50,ai_paper_override,N,N
231,bis_diglyceryl_polyacyladipate_2,비스-다이글리세릴폴리아실아디페이트-2,Bis-Diglyceryl Polyacyladipate-2,1449,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
232,alcohol_denat,변성알코올,Alcohol Denat.,1444,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
233,talc,탤크,Talc,1442,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
234,trihydroxystearin,트라이하이드록시스테아린,Trihydroxystearin,1441,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
235,sodium_hyaluronate_crosspolymer,소듐하이알루로네이트크로스폴리머,Sodium Hyaluronate Crosspolymer,1437,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
236,saccharide_isomerate,사카라이드아이소머레이트,Saccharide Isomerate,1433,new_466,score_active_new,2,effect_calming|effect_moisture_barrier,35,35,ai_paper_override|official_function_prior+ai_paper_override,N,N
237,polyglyceryl_3_diisostearate,폴리글리세릴-3다이아이소스테아레이트,Polyglyceryl-3 Diisostearate,1430,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
238,zinc_stearate,징크스테아레이트,Zinc Stearate,1430,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
239,cellulose,셀룰로오스,Cellulose,1427,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
240,tetramethyl_acetyloctahydronaphthalenes,테트라메틸아세틸옥타하이드로나프탈렌,Tetramethyl Acetyloctahydronaphthalenes,1419,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
241,tribehenin,트라이베헤닌,Tribehenin,1415,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
242,iron_oxide_black,흑색산화철,Iron Oxide Black,1413,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
243,nylon_12,나일론-12,Nylon-12,1399,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
244,calcium_aluminum_borosilicate,칼슘알루미늄보로실리케이트,Calcium Aluminum Borosilicate,1389,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
245,ethylhexyl_salicylate,에칠헥실살리실레이트,Ethylhexyl Salicylate,1385,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
246,hydrogenated_polydecene,하이드로제네이티드폴리데센,Hydrogenated Polydecene,1378,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
247,sodium_cocoyl_isethionate,소듐코코일이세티오네이트,Sodium Cocoyl Isethionate,1375,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
248,sodium_acetylated_hyaluronate,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,1371,new_466,score_active_new,2,effect_moisture_barrier|effect_wrinkle,32,70,ai_paper_override|official_function_prior,N,N
249,sodium_phosphate,소듐포스페이트,Sodium Phosphate,1370,new_466,score_active_new,1,effect_acne_sebum,40,40,official_function_prior,N,N
250,melia_azadirachta_leaf_extract,인도멀구슬나무잎추출물,Melia Azadirachta Leaf Extract,1369,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
251,polyisobutene,폴리아이소부텐,Polyisobutene,1354,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
252,asiatic_acid,아시아틱애씨드,Asiatic Acid,1334,new_466,score_active_new,5,effect_acne_sebum|effect_brightening|effect_calming|effect_moisture_barrier|effect_wrinkle,35,35,ai_paper_override,N,N
253,rosmarinus_officinalis_rosemary_leaf_oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,1333,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
254,citrus_aurantium_bergamia_bergamot_fruit_oil,베르가모트오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,1327,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
255,laureth_7,라우레스-7,Laureth-7,1322,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
256,limnanthes_alba_meadowfoam_seed_oil,메도우폼씨오일,Limnanthes Alba (Meadowfoam) Seed Oil,1322,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
257,madecassic_acid,마데카식애씨드,Madecassic Acid,1319,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
258,methylparaben,메틸파라벤,Methylparaben,1315,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
259,trideceth_12,트라이데세스-12,Trideceth-12,1305,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
260,amyl_cinnamal,아밀신남알,Amyl Cinnamal,1292,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
261,sodium_metabisulfite,소듐메타바이설파이트,Sodium Metabisulfite,1287,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
262,lysine,라이신,Lysine,1273,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
263,silica_silylate,실리카실릴레이트,Silica Silylate,1261,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
264,lauryl_peg_9_polydimethylsiloxyethyl_dimethicone,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,1260,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
266,triethylhexanoin,트라이에틸헥사노인,Triethylhexanoin,1247,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
267,citrus_limon_lemon_peel_oil,레몬껍질오일,Citrus Limon (Lemon) Peel Oil,1245,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
268,cetearyl_glucoside,세테아릴글루코사이드,Cetearyl Glucoside,1237,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
269,hydrolyzed_rice_protein,하이드롤라이즈드쌀단백질,Hydrolyzed Rice Protein,1236,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
270,butyl_methoxydibenzoylmethane,부틸메톡시디벤조일메탄,Butyl Methoxydibenzoylmethane,1224,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
271,behentrimonium_methosulfate,베헨트라이모늄메토설페이트,Behentrimonium Methosulfate,1216,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
272,tetrahexyldecyl_ascorbate,테트라헥실데실아스코베이트,Tetrahexyldecyl Ascorbate,1210,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
273,vanillin,바닐린,Vanillin,1208,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
274,hydrolyzed_soy_protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,1204,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
275,coco_betaine,코코-베타인,Coco-Betaine,1199,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
276,hdi_trimethylol_hexyllactone_crosspolymer,에이치디아이/트라이메틸올헥실락톤크로스폴리머,HDI/Trimethylol Hexyllactone Crosspolymer,1190,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
277,octyldodecyl_stearoyl_stearate,옥틸도데실스테아로일스테아레이트,Octyldodecyl Stearoyl Stearate,1189,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
278,melia_azadirachta_flower_extract,인도멀구슬나무꽃추출물,Melia Azadirachta Flower Extract,1188,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
279,polybutene,폴리부텐,Polybutene,1188,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
280,stearamidopropyl_dimethylamine,스테아라미도프로필다이메틸아민,Stearamidopropyl Dimethylamine,1184,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
281,carthamus_tinctorius_safflower_seed_oil,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,1176,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
282,moringa_oleifera_seed_oil,드럼스틱씨오일,Moringa Oleifera Seed Oil,1174,new_466,score_active_new,1,effect_moisture_barrier,70,70,official_function_prior+ai_paper_override,N,N
283,cucumis_sativus_cucumber_fruit_extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,1166,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
284,caprylhydroxamic_acid,카프릴하이드록사믹애씨드,Caprylhydroxamic Acid,1164,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
285,camellia_sinensis_leaf_extract,녹차추출물,Camellia Sinensis Leaf Extract,1161,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
286,dimethicone_peg_10_15_crosspolymer,다이메티콘/피이지-10/15크로스폴리머,Dimethicone/PEG-10/15 Crosspolymer,1159,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
287,caprylyl_capryl_glucoside,카프릴릴/카프릴글루코사이드,Caprylyl/Capryl Glucoside,1145,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
288,scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,1143,new_466,score_active_new,2,effect_calming|effect_moisture_barrier,32,33,official_function_prior,N,N
289,cetyl_esters,세틸에스터,Cetyl Esters,1141,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
290,glycereth_26,글리세레스-26,Glycereth-26,1140,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
291,pinene,피넨,Pinene,1132,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
292,calcium_gluconate,칼슘글루코네이트,Calcium Gluconate,1131,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
293,hydroxypropyltrimonium_hyaluronate,하이드록시프로필트라이모늄하이알루로네이트,Hydroxypropyltrimonium Hyaluronate,1127,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
294,calcium_sodium_borosilicate,칼슘소듐보로실리케이트,Calcium Sodium Borosilicate,1125,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
295,triethanolamine,트라이에탄올아민,Triethanolamine,1122,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
296,sodium_laureth_sulfate,소듐라우레스설페이트,Sodium Laureth Sulfate,1113,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
297,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,1105,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
298,tartrazine,황색4호,Tartrazine,1101,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
299,phospholipids,포스포리피드,Phospholipids,1099,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
300,pelargonium_graveolens_flower_oil,센티드제라늄꽃오일,Pelargonium Graveolens Flower Oil,1090,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
301,sodium_methyl_cocoyl_taurate,소듐메틸코코일타우레이트,Sodium Methyl Cocoyl Taurate,1088,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
303,pca,피씨에이,PCA,1071,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
304,mangifera_indica_mango_seed_butter,망고씨버터,Mangifera Indica (Mango) Seed Butter,1070,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
305,glyceryl_oleate,글리세릴올리에이트,Glyceryl Oleate,1066,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
306,polyglycerin_3,폴리글리세린-3,Polyglycerin-3,1061,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
307,stearalkonium_hectorite,스테아랄코늄헥토라이트,Stearalkonium Hectorite,1060,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
308,hydrolyzed_wheat_protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,1054,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
309,magnesium_chloride,마그네슘클로라이드,Magnesium Chloride,1054,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
310,lauryl_glucoside,라우릴글루코사이드,Lauryl Glucoside,1050,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
311,hydrolyzed_sodium_hyaluronate,하이드롤라이즈드소듐하이알루로네이트,Hydrolyzed Sodium Hyaluronate,1046,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
312,corallina_officinalis_extract,참산호말추출물,Corallina Officinalis Extract,1036,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
313,glyceryl_stearate_citrate,글리세릴스테아레이트시트레이트,Glyceryl Stearate Citrate,1035,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
314,bis_ethylhexyloxyphenol_methoxyphenyl_triazine,비스-에칠헥실옥시페놀메톡시페닐트리아진,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,1030,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
315,trideceth_6,트라이데세스-6,Trideceth-6,1028,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
316,anhydroxylitol,안하이드로자일리톨,Anhydroxylitol,1027,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
317,palmitic_acid,팔미틱애씨드,Palmitic Acid,1027,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
319,sclerotium_gum,스클레로튬검,Sclerotium Gum,1026,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
320,ascorbyl_glucoside,아스코빌글루코사이드,Ascorbyl Glucoside,1023,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
321,rosa_canina_fruit_oil,로즈힙열매오일,Rosa Canina Fruit Oil,1019,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
322,hydrolyzed_vegetable_protein,하이드롤라이즈드식물성단백질,Hydrolyzed Vegetable Protein,1012,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
323,xylitylglucoside,자일리틸글루코사이드,Xylitylglucoside,1008,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
324,isopropyl_titanium_triisostearate,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,1007,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
325,microcrystalline_wax,마이크로크리스탈린왁스,Microcrystalline Wax,1005,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
326,hydrolyzed_keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,1003,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
327,camellia_japonica_seed_oil,동백나무씨오일,Camellia Japonica Seed Oil,983,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
328,diphenylsiloxy_phenyl_trimethicone,다이페닐실록시페닐트라이메티콘,Diphenylsiloxy Phenyl Trimethicone,983,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
329,polyquaternium_37,폴리쿼터늄-37,Polyquaternium-37,983,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
330,c13_15_alkane,C13-15알케인,C13-15 Alkane,981,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
331,cholesterol,콜레스테롤,Cholesterol,981,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
332,hydroxyethyl_urea,하이드록시에틸우레아,Hydroxyethyl Urea,967,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
333,coconut_acid,코코넛애씨드,Coconut Acid,966,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
334,pentaerythrityl_tetraisostearate,펜타에리스리틸테트라아이소스테아레이트,Pentaerythrityl Tetraisostearate,960,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
335,magnesium_stearate,마그네슘스테아레이트,Magnesium Stearate,956,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
336,hydrogenated_vegetable_oil,하이드로제네이티드식물성오일,Hydrogenated Vegetable Oil,952,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
337,diethylamino_hydroxybenzoyl_hexyl_benzoate,디에칠아미노하이드록시벤조일헥실벤조에이트,Diethylamino Hydroxybenzoyl Hexyl Benzoate,943,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
338,paraffin,파라핀,Paraffin,943,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
339,isopropyl_palmitate,아이소프로필팔미테이트,Isopropyl Palmitate,942,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
340,retinyl_palmitate,레티닐팔미테이트,Retinyl Palmitate,939,new_466,score_active_new,1,effect_acne_sebum,35,35,ai_paper_override,N,N
341,mannitol,만니톨,Mannitol,935,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
342,ocimum_sanctum_leaf_extract,홀리바질잎추출물,Ocimum Sanctum Leaf Extract,930,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
343,ethylhexyl_triazone,에칠헥실트리아존,Ethylhexyl Triazone,928,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
344,sorbitan_stearate,솔비탄스테아레이트,Sorbitan Stearate,926,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
345,butylphenyl_methylpropional,부틸페닐메틸프로피오날,Butylphenyl Methylpropional,925,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
346,hydrogen_dimethicone,하이드로젠다이메티콘,Hydrogen Dimethicone,922,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
347,mentha_piperita_peppermint_oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,912,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
348,magnesium_aluminum_silicate,마그네슘알루미늄실리케이트,Magnesium Aluminum Silicate,910,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
349,sodium_ascorbyl_phosphate,소듐아스코빌포스페이트,Sodium Ascorbyl Phosphate,910,new_466,score_active_new,2,effect_acne_sebum|effect_wrinkle,35,50,ai_paper_override,N,N
350,phytic_acid,파이틱애씨드,Phytic Acid,909,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
351,ulmus_davidiana_root_extract,당느릅나무뿌리추출물,Ulmus Davidiana Root Extract,906,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
352,calendula_officinalis_flower_extract,포트마리골드꽃추출물,Calendula Officinalis Flower Extract,901,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
353,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,901,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
354,polymethyl_methacrylate,폴리메틸메타크릴레이트,Polymethyl Methacrylate,893,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
355,hexyl_laurate,헥실라우레이트,Hexyl Laurate,891,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
356,houttuynia_cordata_extract,약모밀추출물,Houttuynia Cordata Extract,891,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
357,glyceryl_acrylate_acrylic_acid_copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,886,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
358,phytosterols,피토스테롤,Phytosterols,886,new_466,score_active_new,1,effect_moisture_barrier,50,50,ai_paper_override,N,N
359,portulaca_oleracea_extract,쇠비름추출물,Portulaca Oleracea Extract,885,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
360,caramel,카라멜,Caramel,883,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
361,farnesol,파네솔,Farnesol,879,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
362,potassium_chloride,포타슘클로라이드,Potassium Chloride,879,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
