ingredient_id,name_ko,name_en,product_count,sources,paper_key,pmid,doi,title,journal,publication_date,publication_types,abstract_available,evidence_tier,evidence_kind,relation_scope,applicability,mapped_effect_ids,directions,evidence_spans,passed_stage_count,first_failed_filter,review_status,runtime_score_change
glycine,글라이신,Glycine,2677,pubmed,PMID:8434728,8434728,10.1097/00000372-199302000-00004,Expression patterns of loricrin in dermatological disorders.,The American Journal of dermatopathology,1993-Feb,"Journal Article; Research Support, Non-U.S. Gov't",Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:host defence peptides from frog skin secretions identification and bioactivity evaluation and optimisation,,,Host-defence peptides from frog skin secretions : identification and bioactivity evaluation and optimisation,,2021-01-01,Dissertation,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:bioactive peptides from the skin secretion of kassina senegalensis,,,Bioactive peptides from the skin secretion of Kassina senegalensis,,2021-01-01,Dissertation,Y,6,animal,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1016/j.fbp.2018.04.001,,10.1016/j.fbp.2018.04.001,Development of industrial ultrasound system for mass production of collagen and biochemical characteristics of extracted collagen,,2018-07-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:extraction and characterization of collagen from sea cucumber holothuria cinerascens and its potential application in moisturizing cosmetics,,,Extraction and characterization of collagen from sea cucumber (Holothuria cinerascens) and its potential application in moisturizing cosmetics,,2020-01-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:biochemical and structural characterization of sturgeon fish skin collagen huso huso,,,Biochemical and structural characterization of sturgeon fish skin collagen (Huso huso),,2020-08-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1111/jfpp.15319,,10.1111/jfpp.15319,Optimization of enzymatic hydrolysis of collagen from yellowfin tuna skin (Thunnus albacares) by response surface methodology and properties of hydrolyzed collagen,,2021-04-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:comparative effects of gibberellin a3 glycine betaine and si ca and k fertilizers on physiological disorders and yield of pomegranate cv wonderful,,,"Comparative effects of gibberellin A3, glycine betaine, and Si, Ca, and K fertilizers on physiological disorders and yield of pomegranate cv. Wonderful",,2022-01-01,Journal Article,Y,8,review_or_reference,title_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1007/s00217-022-03978-0,,10.1007/s00217-022-03978-0,Proximate composition and amino acid profile of European eel skin: influence of body weight,,2022-05-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1016/j.aquaculture.2024.741098,,10.1016/j.aquaculture.2024.741098,Comparative study on the quality of wild and ecologically farmed large yellow croaker through on-site synchronous sampling from the Nanji Archipelago in the East China Sea,,2024-10-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:engineered elastin like polypeptide improves the efficiency of adipose derived stem cell mediated cutaneous wound healing in type ii diabetes mellitus,,,Engineered elastin-like polypeptide improves the efficiency of adipose-derived stem cell-mediated cutaneous wound healing in type II diabetes mellitus,,2023-09-01,Journal Article,Y,7,in_vitro,abstract_exact,combination_or_formulation,effect_wrinkle,positive,"Herein, a biosynthesized arginine–glycine–aspartate amino acid residues (RGD motif, known as a cell adhesion motif)-containing elastin-like polypeptides (REPs) improved the efficacy of ASCs in enhancing wound closure and skin elasticity in diabetic wounds by promoting the expression of angiogenic growth factors.",2,not_combination_product,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:enzymatic hydrolysis of white cheek shark skin gelatin optimization structural transformations functional characteristics and antioxidant potential,,,"Enzymatic hydrolysis of white-cheek shark skin gelatin: Optimization, structural transformations, functional characteristics, and antioxidant potential",,2024-12-01,Journal Article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:d peptide hydrogels as a long acting multipurpose drug delivery platform for combined contraception and hiv prevention,,,D-peptide hydrogels as a long-acting multipurpose drug delivery platform for combined contraception and HIV prevention,,2025-03-01,Journal Article,Y,6,animal,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,TITLE:optimizing hydrolysis of dry cured ham skin via hybrid deep learning an intelligent process approach,,,Optimizing hydrolysis of dry-cured ham skin via hybrid deep learning: An intelligent process approach,,2025-10-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.21203/rs.3.rs-7107321/v1,,10.21203/rs.3.rs-7107321/v1,Metabolic Mechanisms of Coloration and Decoloration in Juvenile Blood Parrotfish (Vieja melanurus ♀ × Amphilophus citrinellus ♂) Revealed by UHPLC-Q-TOF/MS,,2025-08-29,Preprint,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1101/2025.10.23.683531,,10.1101/2025.10.23.683531,Targeting serine dehydratase supports amino acid homeostasis and skin repair,,2025-10-24,Preprint,Y,6,animal,abstract_exact,mechanistic,,,,3,direct_existing_effect,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.21203/rs.3.rs-7865741/v1,,10.21203/rs.3.rs-7865741/v1,Wound Healing Effect of Dendrimer-Based Nano-Fluconazole/Nano-Chitosan on Cutaneous Leishmaniasis in Mice: Insights into the Mechanism of Action via NMR-Based Metabolomics,,2025-11-13,Preprint,Y,6,animal,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.64898/2025.12.03.691868,,10.64898/2025.12.03.691868,Comparative ubiquitinomics of human skin reveals insulin receptor ubiquitination as a regulator of collagen secretion,,2025-12-03,Preprint,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,2,not_combination_product,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.3762/bxiv.2020.131.v1,,10.3762/bxiv.2020.131.v1,"Synthesis of 1-Indolyl-3,5,8-Substituted γ-Carbolines: One Pot Metal-Solvent Free Protocol and Biological Evaluation",,2020-11-19,Preprint,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.21203/rs.3.rs-1633547/v1,,10.21203/rs.3.rs-1633547/v1,Effectiveness of discriminant analysis and varimax rotation as food forensic tools for authentication of skin gelatine sources,,2022-05-10,Preprint,Y,6,animal,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.21203/rs.3.rs-1786648/v1,,10.21203/rs.3.rs-1786648/v1,Simulation and evaluation of the effect of vitamin C on the proline amino acid and glycine collagen in athletes' muscles,,2022-06-29,Preprint,Y,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.21203/rs.3.rs-2266658/v1,,10.21203/rs.3.rs-2266658/v1,"Formulation of Calendula officinalis, Glycine max, and Aloe vera extract topical gel ointment attenuates rheumatoid arthritis in rats via inhibition of pro-inflammatory cytokines",,2022-12-08,Preprint,Y,6,animal,title_exact,combination_or_formulation,,unclear,"Formulation of Calendula officinalis, Glycine max, and Aloe vera extract topical gel ointment attenuates rheumatoid arthritis in rats via inhibition of pro-inflammatory cytokines",1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.20944/preprints202401.1842.v1,,10.20944/preprints202401.1842.v1,Unlocking the Therapeutic Potential of Marine Collagen: A Scientific Exploration for Delaying Aging,,2024-01-25,Preprint,Y,7,in_vitro,abstract_exact,combination_or_formulation,,,,2,not_combination_product,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.20944/preprints202501.0508.v1,,10.20944/preprints202501.0508.v1,Isolation and Characterisation of Acid Soluble Collagens and Pepsin Soluble Collagens from Eel (Anguilla japonica Temminck Et Schlegel) Skin and Bone,,2025-01-07,Preprint,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,europe_pmc,DOI:10.1101/2025.01.12.632550,,10.1101/2025.01.12.632550,"Stable, Easy-to-Handle, Fully Autologous Electrospun Polymer-Peptide Skin Equivalent for Severe Burn Injuries",,2025-01-15,Preprint,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1002/(sici)1099-1263(199912)19:1+<s39::aid-jat613>3.0.co;2-v,,10.1002/(sici)1099-1263(199912)19:1+<s39::aid-jat613>3.0.co;2-v,Historical overview of topical skin protectant development,Journal of Applied Toxicology,1999-12,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1002/(sici)1099-1263(199912)19:1+<s47::aid-jat615>3.0.co;2-u,,10.1002/(sici)1099-1263(199912)19:1+<s47::aid-jat615>3.0.co;2-u,Development of a reactive topical skin protectant,Journal of Applied Toxicology,1999-12,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1007/978-0-387-88495-0_2,,10.1007/978-0-387-88495-0_2,Topical Therapies for Nonmelanoma Skin Cancers,Skin Cancer Management,2009,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1007/978-1-4612-5868-1_34,,10.1007/978-1-4612-5868-1_34,The Topical Treatment of Skin Infection,Skin Microbiology,1981,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1007/978-3-642-27814-3_100-2,,10.1007/978-3-642-27814-3_100-2,Topical Growth Factors for Skin Rejuvenation,Textbook of Aging Skin,2015,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1007/978-981-10-4609-4_29,,10.1007/978-981-10-4609-4_29,Treatment of Topical Corticosteroid-Damaged Skin,A Treatise on Topical Corticosteroids in Dermatology,2018,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1007/springerreference_168461,,10.1007/springerreference_168461,Topical Peptides and Proteins for Aging Skin,SpringerReference,2012-02-03,reference-entry,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1016/s0037-6337(09)70579-0,,10.1016/s0037-6337(09)70579-0,Topical Minimizes Bruising,Skin & Allergy News,2009-11,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1021/acsami.0c22011.s001,,10.1021/acsami.0c22011.s001,Topical Application of PeptideChondroitin Sulfate Nanoparticles Allows Efficient Photoprotection in Skin,,2021-01-08,component,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1159/000210938,,10.1159/000210938,Topical Retinoid Treatment for Skin Cancer: A Review,Skin Pharmacology,2009-03-31,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1159/000211167,,10.1159/000211167,Treatment of Photoaged Skin with Topical Tretinoin,Skin Pharmacology,2009-03-31,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1201/9781420000641-8,,10.1201/9781420000641-8,Skin Properties,Topical Antimicrobial Testing and Evaluation,1999-04-27,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1201/9781420000641-9,,10.1201/9781420000641-9,Skin Microbiology,Topical Antimicrobial Testing and Evaluation,1999-04-27,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.1201/b14168-10,,10.1201/b14168-10,Topical Treatments for Benign Photodamage,Photodamaged Skin,2004-05-26,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.21203/rs.3.rs-968293/v1,,10.21203/rs.3.rs-968293/v1,Systemic and topical administration of spermidine accelerates skin wound healing,,2021-10-14,component,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.21236/ada432035,,10.21236/ada432035,Reactive Topical Skin Protectant,,2004-06-01,report,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.26226/m.64199a09337ccc0014386131,,10.26226/m.64199a09337ccc0014386131,ISID1258 - Topical 2-mercaptonicotinoyl glycine (2-MNG): Anti-pigmentation performance versus recognized standards through bayesian network meta-analysis,,2023-05-05,posted-content,N,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.3109/9780203904015-21,,10.3109/9780203904015-21,Methods for the Assessment of Topical Corticosteroid-Induced Skin Blanching,Topical Absorption of Dermatological Products,2002-01-02,book-chapter,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
glycine,글라이신,Glycine,2677,crossref,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,Y,7,in_vitro,unconfirmed,mechanistic,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref|pubmed,PMID:17613130,17613130,10.1080/10915810701351186,"Final report on the safety assessment of AloeAndongensis Extract, Aloe Andongensis Leaf Juice,aloe Arborescens Leaf Extract, Aloe Arborescens Leaf Juice, Aloe Arborescens Leaf Protoplasts, Aloe Barbadensis Flower Extract, Aloe Barbadensis Leaf, Aloe Barbadensis Leaf Extract, Aloe Barbadensis Leaf Juice,aloe Barbadensis Leaf Polysaccharides, Aloe Barbadensis Leaf Water, Aloe Ferox Leaf Extract, Aloe Ferox Leaf Juice, and Aloe Ferox Leaf Juice Extract.",International journal of toxicology,2007,Journal Article; Review,Y,8,review_or_reference,title_exact,combination_or_formulation,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,pubmed,PMID:22134571,22134571,,Evaluation of a prescription strength 4% hydroquinone/10% L-ascorbic acid treatment system for normal to oily skin.,Journal of drugs in dermatology : JDD,2011-Dec,Clinical Trial; Journal Article,Y,3,human_topical_clinical,abstract_exact,human_topical,,,,3,direct_existing_effect,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.1002/ptr.2650070709,,10.1002/ptr.2650070709,Immunoreactive lectins in leaf gel from Aloe barbadensis Miller,Phytotherapy Research,1993-03,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.1007/s13313-025-01020-x,,10.1007/s13313-025-01020-x,First report of Colletotrichum siamense causing leaf spot of Aloe vera (Aloe barbadensis Mill.) in India,Australasian Plant Pathology,2025-04,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.1007/springerreference_68024,,10.1007/springerreference_68024,Aloe barbadensis Mill.,SpringerReference,2011-08-29,reference-entry,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.1016/j.foodhyd.2024.111036,,10.1016/j.foodhyd.2024.111036,Partial removal of acetyl groups promotes the synergistic interaction of polysaccharide from leaf skin of Aloe barbadensis Miller with xanthan gum,Food Hydrocolloids,2025-05,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.12688/f1000research.15671.1,,10.12688/f1000research.15671.1,Aloe barbadensis Miller leaf exudate is a potential treatment for bovine mastitis,F1000Research,2018-08-14,journal-article,Y,7,in_vitro,unconfirmed,mechanistic,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.20935/al721,,10.20935/al721,Actinic keratosis treated by topical Aloe barbadensis Mill. (Aloe Vera) leaf gel,Academia Letters,2021-04-11,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.21273/hortsci.42.7.1584,,10.21273/hortsci.42.7.1584,"Severity of Leaf Harvest, Supplemental Nutrients, and Sulfur Application on Long-term Leaf Production of Aloe barbadensis Miller",HortScience,2007-12,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.21577/1984-6835.20200030,,10.21577/1984-6835.20200030,Therapeutic Potential of Aloe Vera (Aloe Barbadensis): A Brief Review,Revista Virtual de Química,2020,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.22214/ijraset.2021.36705,,10.22214/ijraset.2021.36705,Screening of Antibacterial Efficacy of Aloe Barbadensis Miller (Aloe Vera) Using Leaf Extract against Different Bacterial Strains,International Journal for Research in Applied Science and Engineering Technology,2021-07-20,journal-article,Y,7,in_vitro,unconfirmed,mechanistic,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.31003/uspnf_m13095_02_01,,10.31003/uspnf_m13095_02_01,Aloe Vera Leaf Dry Juice,,2023-08-22,standard,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.31003/uspnf_m14235_02_01,,10.31003/uspnf_m14235_02_01,Aloe Vera Leaf Juice,,2023-08-22,standard,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.31003/uspnf_m6961_02_01,,10.31003/uspnf_m6961_02_01,Aloe Vera Leaf Juice Concentrate,,2023-08-22,standard,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.32474/ipdoaj.2018.01.000110,,10.32474/ipdoaj.2018.01.000110,Biosynthesis of Copper Nanoparticles by using Aloe Barbadensis Leaf Extracts,Interventions in Pediatric Dentistry Open Access Journal,2018-04-19,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.33545/26174693.2026.v10.i1sd.6941,,10.33545/26174693.2026.v10.i1sd.6941,Antibacterial activity of aloe vera (Aloe barbadensis) leaf extracts,International Journal of Advanced Biochemistry Research,2026-01-01,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.3390/antibiotics11010118,,10.3390/antibiotics11010118,"Home Oral Care of Periodontal Patients Using Antimicrobial Gel with Postbiotics, Lactoferrin, and Aloe Barbadensis Leaf Juice Powder vs. Conventional Chlorhexidine Gel: A Split-Mouth Randomized Clinical Trial",Antibiotics,2022-01-17,journal-article,Y,8,review_or_reference,title_exact,route_mismatch,,,,3,direct_existing_effect,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.3390/app11125660,,10.3390/app11125660,Skin Antiaging Effects of the Fermented Outer Layers of Leaf Skin of Aloe barbadensis Miller Associated with the Enhancement of Mitochondrial Activities of UVb-Irradiated Human Skin Fibroblasts,Applied Sciences,2021-06-18,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.3390/fermentation8110580,,10.3390/fermentation8110580,Enhancement of Melanogenic Inhibitory Effects of the Leaf Skin Extracts of Aloe barbadensis Miller by the Fermentation Process,Fermentation,2022-10-27,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.5256/f1000research.17100.r37690,,10.5256/f1000research.17100.r37690,"Peer Review Report For: Aloe barbadensis Miller leaf exudate is a potential treatment for bovine mastitis [version 1; peer review: 1 approved, 1 not approved]",,2018-09-14,peer-review,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.5256/f1000research.18337.r39900,,10.5256/f1000research.18337.r39900,"Peer Review Report For: Aloe barbadensis Miller leaf exudate is a potential treatment for bovine mastitis [version 2; peer review: 1 approved, 1 not approved]",,2018-10-30,peer-review,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.54085/jpps.2022.2.4.2,,10.54085/jpps.2022.2.4.2,A review on therapeutic potential of aloe vera (Aloe barbadensis Mill.),Journal of Phytonanotechnology and Pharmaceutical Sciences,2022-12,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.5580/15bc,,10.5580/15bc,Antimicrobial Activity of Aloe barbadensis Miller Leaf Gel Components,The Internet Journal of Microbiology,2008,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.59120/drj.v11i2.444,,10.59120/drj.v11i2.444,"Antibacterial Activity of the Aloe vera, Aloe barbadensis Leaf Extracts Against Escherichia coli",Davao Research Journal,2016-12-19,journal-article,Y,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.60087/jklst.vol4.n3.p125,,10.60087/jklst.vol4.n3.p125,Aloe barbadensis leaf juice in skincare for acne:,Journal of Knowledge Learning and Science Technology ISSN: 2959-6386 (online),2024-12-25,journal-article,Y,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2637,crossref,DOI:10.6088/ijes.00202030036,,10.6088/ijes.00202030036,"Effect of cyanospray fertilizer on plant morphological, biochemical characteristics and leaf gel yield of Aloe barbadensis miller ( Aloe vera) in pot experiment",International Journal of Environmental Sciences,2012-02-23,journal-article,N,8,review_or_reference,unconfirmed,reference_only,,,,0,exact_single_ingredient,candidate_unverified,none
dipotassium_glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,2637,crossref|pubmed,PMID:28612442,28612442,10.1111/cod.12739,Allergic contact dermatitis caused by arbutin and dipotassium glycyrrhizate in skin-lightening products.,Contact dermatitis,2017-Jul,Case Reports; Journal Article,N,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
dipotassium_glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,2637,crossref|pubmed,PMID:35245682,35245682,10.1016/j.actbio.2022.02.041,Injectable thermo-sensitive and wide-crack self-healing hydrogel loaded with antibacterial anti-inflammatory dipotassium glycyrrhizate for full-thickness skin wound repair.,Acta biomaterialia,2022-03-01,"Journal Article; Research Support, Non-U.S. Gov't",Y,6,animal,title_exact,route_mismatch,,,,1,human_skin_topical,candidate_unverified,none
