ingredient_rank,paper_rank,ingredient_id,name_ko,name_en,product_count,paper_key,pmid,doi,title,journal,publication_date,publication_types,authors,abstract,evidence_tier,evidence_kind,relation_scope,applicability,evidence_roles,selection_reason,selection_score,outcome_count,review_status,score_change
142,2,triethyl_citrate,트라이에틸시트레이트,Triethyl Citrate,2184,PMID:12396673,12396673,10.1080/10915810290096504,"Final report on the safety assessment of acetyl triethyl citrate, acetyl tributyl citrate, acetyl trihexyl citrate, and acetyl trioctyl citrate.",International journal of toxicology,2002,Journal Article; Review,Wilbur Johnson,"Acetyl Triethyl Citrate, Acetyl Tributyl Citrate, Acetyl Trihexyl Citrate, and Acetyl Trioctyl Citrate all function as plasticizers in cosmetics. Additionally, the Trihexyl and Trioctyl forms are described as skin-conditioning agents-emollients, although there are currently no reported uses of Acetyl Trihexyl Citrate or Acetyl Trioctyl Citrate. Acetyl Triethyl Citrate and Acetyl Tributyl Citrate are used in nail products at concentrations up to 7%. Recognizing that there are no reported uses of Acetyl Trihexyl or Trioctyl Citrate, if they were to be used in the future, their concentration of use is expected to be no higher than that reported for Acetyl Triethyl and Tributyl Citrate. These ingredients were sufficiently similar in structure that safety test data on one were considered applicable to all. Approximately 99% of orally administered Acetyl Tributyl Citrate is excreted-intermediate metabolites include acetyl citrate, monobutyl citrate, acetyl monobutyl citrate, dibutyl citrate, and acetyl dibutyl citrate. In acute, short-term, subchronic, and chronic feeding studies, these ingredients were relatively nontoxic. Differences from controls were either not statistically significant or not related to any organ toxicity. Ocular exposures produced moderate reactions that cleared by 48 hours after instillation. Dermal application was not toxic in rabbits. In a guinea pig maximization test, Acetyl Triethyl Citrate was a sensitizer whereas Acetyl Tributyl Citrate was not. Limited clinical testing of Acetyl Triethyl Citrate and Acetyl Tributyl Citrate was negative for both skin irritation and sensitization. These clinical data were considered more relevant than the guinea pig maximization data, suggesting to the Cosmetic Ingredient Review Expert Panel that none of these ingredients would be a sensitizer. Physiologic effects noted with intravenous delivery of Acetyl Triethyl Citrate or Acetyl Tributyl Citrate include dose-related decreases in blood pressure and intestinal muscular spasms. These ingredients were not genotoxic in bacterial or mammalian test systems. No significant differences in tumor induction (lymphomas) were noted in rats fed Acetyl Tributyl Citrate for 2 year. Acetyl Tributyl Citrate was not a developmental or reproductive toxicant in studies in mice and rats. Based on all the available data, these ingredients were considered safe as used in cosmetics.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
143,1,sorbitol,솔비톨,Sorbitol,2180,PMID:34454026,34454026,10.1016/j.ijpharm.2021.121049,Synthesis and characterization of sorbitol laced hydrogel-forming microneedles for therapeutic drug monitoring.,International journal of pharmaceutics,2021-08-25,Journal Article,Akmal Hidayat Bin Sabri; Qonita Kurnia Anjani; Ryan F Donnelly,"The dermal interstitial fluid (ISF) is rich in biomarkers that are of great heuristic value for disease diagnosis and therapeutic drug monitoring. Nevertheless, the current strategies for sampling dermal ISF are both technical and invasive, limiting the potential utility of ISF for clinical medicine and research purposes. In the current work, we present, for the first time, the development, characterization, and evaluation of a novel sorbitol-laced hydrogel-forming microneedles (Sor-Hyd-MN) for sampling dermal ISF. The hydrogel system is fabricated from sorbitol and PEG 10,000 crosslinked with Gantrez® S-97 via esterification in a solvent-free manner. The sorbitol-laced hydrogel rapidly absorbs fluid when placed in aqueous media, reaching a total rise in the mass of 685% relative to the control hydrogel that only reached 436% within 15 mins. When formulated into MNs, the Sor-Hyd-MN exhibited significantly superior (p < 0.001) mechanical properties as evidenced by the minimal MN height reduction (0.9%) relative to the control-MN (3.9%) and Man-Hyd-MN (28.5%) when subjected to a compressive force of 32 N, an analog of patients' thumb pressure. The skin insertion capability of the Sor-Hyd-MN and the control-MN formulation was demonstrated using the in vitro skin simulant, Parafilm® M, and ex vivo neonatal porcine skin. When inserted into ex vivo neonatal porcine skin, the Sor-Hyd-MN showed rapid imbibement of dermal ISF within 15 mins, evidenced via the formation of swollen microchannels, which was 1.2-folds wider than the control formulation. In addition, we also demonstrated for the first time that incorporating sorbitol into Gantrez® S-97 hydrogel-forming MN improved the utility of this formulation in sampling dermal ISF. This was shown from the capability of the Sor-Hyd-MN in extracting the model compounds, isoniazid and theophylline, present within the ISF of ex vivo porcine skin. The Sor-Hyd-MN exhibited an extraction efficiency of 52.4% for isoniazid and 54.4% for theophylline which was significantly higher (p < 0.05) relative to the control formulation in a simple and straightforward manner. This work illustrates that incorporating a hyperosmolyte, such as sorbitol, can further enhance the potential utility of hydrogel-forming MN as a minimally-invasive tool for ISF sampling while providing a potential strategy to extract analytes with ease for subsequent sample analysis.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
150,1,bisabolol,비사보롤,Bisabolol,2108,PMID:21504695,21504695,,Compositae-associated allergic contact dermatitis from bisabolol.,"Dermatitis : contact, atopic, occupational, drug",2011,Journal Article,Sharon E Jacob; Catalina Matiz; Elise M Herro,"BACKGROUND: Compositae-related chemicals cause allergic contact dermatitis (ACD) in children with atopic dermatitis (AD). Moisturizers can be an overlooked exposure source. OBJECTIVE: To evaluate ACD in children with recalcitrant AD and a reported history of intolerance to Aquaphor Healing Ointment (AHO) moisturizer. METHODS: We retrospectively reviewed charts of children patch-tested to the ingredients of AHO moisturizer who had a history of intolerance, as well as of additional patch-tested patients with exposure to bisabolol in their personal hygiene products and without a history of product intolerance. RESULTS: Seven patients, six of whom had AD, had been referred to our clinic with a history of intolerance to the moisturizer. They were patch-tested with their moisturizer and the components provided by Beiersdorf. Of these, four had positive reactions to their AHO moisturizer and to bisabolol, a Compositae derivative. CONCLUSION: Bisabolol, a sesquiterpene alcohol, should be considered a potential cause of ACD in children with AD and a history of moisturizer intolerance.",4,human_topical_observational_or_use_test,title_exact,human_topical,safety_evidence,safety_evidence,115,0,candidate_unverified,none
150,2,bisabolol,비사보롤,Bisabolol,2108,PMID:20642768,20642768,10.1111/j.1468-2494.2010.00560.x,Whitening effect of alpha-bisabolol in Asian women subjects.,International journal of cosmetic science,2010-Aug,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",J Lee; H Jun; E Jung; J Ha; D Park,"Although skin pigmentation, which results from the production and distribution of melanin in the epidermis, is the major physiological defence against solar irradiation, hyperpigmentation is a common and distressing problem caused by various inflammatory skin disorders, such as eczema, allergic contact dermatitis and irritant contact dermatitis. We evaluated the effects of a preparation containing alpha-bisabolol on pigmented skin of a group of subjects. The effectiveness of the active compound, alpha-bisabolol, in a base-cream preparation for the treatment of pigmented skin was tested on 28 female subjects as follows: the cream was applied once a day to the back for 8 weeks. These same women also applied a vehicle control cream to the pigmented skin. The results were evaluated by clinical and biophysical test methods. After 8 weeks of treatment of the alpha-bisabolol-containing cream, there was significant lightening effect in the pigmented skin for the majority of the subjects who tested the cream.",2,human_topical_rct,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,87,1,candidate_unverified,none
150,3,bisabolol,비사보롤,Bisabolol,2108,PMID:24894548,24894548,10.2174/1389201015666140528152946,α-(-)-bisabolol reduces pro-inflammatory cytokine production and ameliorates skin inflammation.,Current pharmaceutical biotechnology,2014,"Journal Article; Research Support, Non-U.S. Gov't",Anil K Maurya; Monika Singh; Vijaya Dubey; Suchita Srivastava; Suaib Luqman; Dnyaneshwar U Bawankule,"α-(-)-bisabolol is a natural monocyclic sesquiterpene present in the essential oil has generated considerable interest in the chemical and pharmaceutical industries and currently in use in various formulations, mainly in cosmetics. This study was undertaken to evaluate its therapeutic profile against skin inflammation using in-vitro, in-vivo and in-silico assays. Lipopolysachharide (LPS) and 12-O-tetradecanoyl-phorbol-13-acetate (TPA)-induced production of proinflammatory cytokines (TNF-α and IL-6) in macrophage cells as well as in TPA-induced skin inflammation in mice was significantly inhibited by α-(-)-bisabolol. TPA-induced ear thickness, ear weight and lipid peroxidation and histopathological damage in the ear tissue were also significantly inhibited by topical application of α-(-)-bisabolol in a dose dependent manner. In-vitro and in-vivo toxicity profiles indicate that it is safe for topical application on skin. Molecular docking study also revealed its strong binding affinity to the active site of the pro-inflammatory proteins. These findings suggested that α-(-)-bisabolol may be a useful therapeutic candidate for the treatment of skin inflammation.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,3,candidate_unverified,none
153,1,c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,2065,PMID:25943945,25943945,10.1111/cod.12419,C12-15 alkyl benzoate: a new cosmetic allergen?,Contact dermatitis,2015-05-05,Case Reports; Journal Article,Justine Werbrouck; Charlotte Lambrecht; An Goossens,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
155,1,biotin,바이오틴,Biotin,2057,PMID:37749781,37749781,10.1177/10915818231204258,Biotin.,International journal of toxicology,2023-09-25,"Journal Article; Research Support, Non-U.S. Gov't",Monice Fiume; Wilma F Bergfeld; Donald V Belsito; Ronald A Hill; Curtis D Klaassen; Daniel C Liebler; James G Marks; Ronald C Shank; Thomas J Slaga; Paul W Snyder; Bart Heldreth,"The Expert Panel for Cosmetic Ingredient Safety reviewed updated information that has become available since their original assessment from 2001, along with updated information regarding product types, and frequency and concentrations of use, and reaffirmed their original conclusion that Biotin is safe as a cosmetic ingredient in the practices of use and concentration as described in this report.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
156,1,stearic_acid,스테아릭애씨드,Stearic Acid,2046,PMID:35049720,35049720,10.3390/bioengineering9010011,Engineered Dutasteride-Lipid Based Nanoparticle (DST-LNP) System Using Oleic and Stearic Acid for Topical Delivery.,"Bioengineering (Basel, Switzerland)",2022-01-01,Journal Article,Norhayati Mohamed Noor; Sana Umar; Azila Abdul-Aziz; Khalid Sheikh; Satyanarayana Somavarapu,"Male pattern baldness (MPB) is a common condition that has a negative impact on the psycho-social health of many men. This study aims to engineer an alcohol-free formulation to cater for individuals who may have had allergic reactions to alcohol-based preparations. A lipid-based nanoparticle system composed of stearic and oleic acid (solid and liquid lipid) was used to deliver dutasteride (DST) for topical application. Two compositions, with oleic acid (Formulation A) and without (Formulation B), were compared to analyse the role of oleic acid as a potential active ingredient in addition to DST. DST-loaded LNP were prepared using the emulsification-ultrasonication method. All of the prepared formulations were spherical in shape in the nanometric size range (150-300 nm), with entrapment efficiencies of >75%. X-ray diffractograms revealed that DST exists in an amorphous form within the NLP matrices. The drug release behaviour from both LNP preparations displayed slow release of DST. Permeation studies through pig ear skin demonstrated that DST-LNP with oleic acid produced significantly lower permeation into the dermis compared to the formulation without oleic acid. These results suggest that the proposed formulation presents several characteristics which are novel, indicating its suitability for the dermal delivery of anti-androgenic molecules.",4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,67,0,candidate_unverified,none
161,1,isohexadecane,아이소헥사데칸,Isohexadecane,1980,PMID:15186389,15186389,10.1111/j.0105-1873.2004.0301f.x,Allergic contact dermatitis from isohexadecane and isopropyl myristate.,Contact dermatitis,2004-Apr,Case Reports; Journal Article,A Bharati; C M King,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
162,1,proline,프롤린,Proline,1959,PMID:36376455,36376455,10.1038/s41598-022-24108-6,"Proline, hydroxyproline, and pyrrolidone carboxylic acid derivatives as highly efficient but reversible transdermal permeation enhancers.",Scientific reports,2022-11-14,"Journal Article; Research Support, Non-U.S. Gov't",Monika Kopečná; Miloslav Macháček; Jaroslav Roh; Kateřina Vávrová,"Overcoming the skin barrier properties efficiently, temporarily, and safely for successful transdermal drug delivery remains a challenge. We synthesized three series of potential skin permeation enhancers derived from natural amino acid derivatives proline, 4-hydroxyproline, and pyrrolidone carboxylic acid, which is a component of natural moisturizing factor. Permeation studies using in vitro human skin identified dodecyl prolinates with N-acetyl, propionyl, and butyryl chains (Pro2, Pro3, and Pro4, respectively) as potent enhancers for model drugs theophylline and diclofenac. The proline derivatives were generally more active than 4-hydroxyprolines and pyrrolidone carboxylic acid derivatives. Pro2-4 had acceptable in vitro toxicities on 3T3 fibroblast and HaCaT cell lines with IC50 values in tens of µM. Infrared spectroscopy using the human stratum corneum revealed that these enhancers preferentially interacted with the skin barrier lipids and decreased the overall chain order without causing lipid extraction, while their effects on the stratum corneum protein structures were negligible. The impacts of Pro3 and Pro4 on an in vitro transepidermal water loss and skin electrical impedance were fully reversible. Thus, proline derivatives Pro3 and Pro4 have an advantageous combination of high enhancing potency, low cellular toxicity, and reversible action, which is important for their potential in vivo use as the skin barrier would quickly recover after the drug/enhancer administration is terminated.",7,in_vitro,title_exact,combination_or_formulation,safety_evidence,safety_evidence,66,1,candidate_unverified,none
162,2,proline,프롤린,Proline,1959,PMID:37752116,37752116,10.1038/s41420-023-01656-y,Mechanical stiffness promotes skin fibrosis through Piezo1-mediated arginine and proline metabolism.,Cell death discovery,2023-09-26,Journal Article,Jiahao He; Bin Fang; Shengzhou Shan; Qingfeng Li,"The increased mechanics of fibrotic skin tissue continuously regulate fibroblast functions such as survival and differentiation. Although all these processes consume metabolites, it is unclear whether and how cells adapt their metabolic activity to increased matrix stiffness. Here, we show that transferring mouse dermal fibroblasts from soft to stiff substrates causes an up-regulation of arginine and proline metabolism. Increased matrix stiffness stimulates the expression and activity of key metabolic enzymes, leading to the synthesis of L-proline, a major source of collagen. In addition, the novel mechanosensitive channel Piezo1 was identified as a key regulator of arginine and proline metabolism in fibroblasts under increased stiffness. Consistently, targeting Piezo1 to dermal fibroblasts in vivo effectively reduces fibrosis and arginine-proline metabolism in mouse skin. Therefore, mechanical stiffness is a critical environmental cue for fibroblast metabolism and skin fibrosis progression.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,2,candidate_unverified,none
162,3,proline,프롤린,Proline,1959,PMID:42348547,42348547,10.1159/000553136,Simulated Microgravity Suppresses Proline Biosynthesis in Skin Fibroblasts to Impair Skin Structure.,Skin pharmacology and physiology,2026-06-25,Journal Article,Wenbin Wang; Xiufen Peng; Qing Luo; Guanbin Song,"INTRODUCTION: Microgravity during spaceflight is increasingly associated with cutaneous impairment, yet the structural basis and underlying metabolic mechanisms remain poorly defined. Collagen, the main component of the dermal extracellular matrix (ECM), relies on de novo proline synthesis in fibroblasts. Herein, we examined whether simulated microgravity (SMG) affects collagen synthesis by altering the proline biosynthetic pathway. METHODS: SMG was established using a hindlimb unloading (HU) model in rats and a rotating flat chamber (RFC) system in skin fibroblasts. Dermal morphology and collagen deposition were assessed in skin tissue, while collagen synthesis, intracellular proline levels, and pyrroline‑5‑carboxylate reductase 1 (PYCR1) expression were examined in fibroblasts. PYCR1 was overexpressed to evaluate its contribution to proline synthesis under SMG. RESULTS: SMG caused dermal thinning and reduced collagen deposition in rat skin, and it similarly decreased collagen production in fibroblasts. SMG also lowered intracellular proline levels in fibroblasts and downregulated the PYCR1 gene. Importantly, PYCR1 overexpression partially restored intracellular proline levels and restored collagen protein expression under SMG conditions. CONCLUSION: These findings indicate that impaired de novo proline biosynthesis, associated with PYCR1 downregulation, contributes to reduced collagen production and may underlie microgravity‑induced dermal structural alterations.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
163,1,ricinus_communis_castor_seed_oil,피마자씨오일,Ricinus Communis (Castor) Seed Oil,1949,PMID:40932363,40932363,10.1177/10915818251361102,Re-Review Summary of Ricinus Communis (Castor) Seed Oil and Ricinoleates as Used in Cosmetics.,International journal of toxicology,2025-09-11,"Journal Article; Review; Research Support, Non-U.S. Gov't",Monice M Fiume; Wilma F Bergfeld; Donald V Belsito; David E Cohen; Curtis D Klaassen; Alan E Rettie; David Ross; Paul W Snyder; Susan C Tilton; Bart Heldreth,"This is a safety assessment of Ricinus Communis (Castor) Seed Oil and various ricinoleate ingredients as used in cosmetics. These ingredients are reported to function primarily as skin-conditioning agents, emulsion stabilizers, and surfactants in cosmetics, although other functions are described. The Expert Panel for Cosmetic Ingredient Safety (Panel) reviewed relevant animal and human data related to these ingredients. The Panel concluded that Ethyl Ricinoleate, Glycol Ricinoleate, Hydrogenated Castor Oil, Methyl Ricinoleate, Potassium Ricinoleate, Ricinoleic Acid, Ricinus Communis (Castor) Seed Oil, and Sodium Ricinoleate are safe as cosmetic ingredients in the practices of use and concentrations as described in the safety assessment.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
165,1,polyquaternium_7,폴리쿼터늄-7,Polyquaternium-7,1935,PMID:11846753,11846753,10.1034/j.1600-0536.2001.450608.x,Allergic contact dermatitis from laureth-9 and polyquaternium-7 in a skin-care product.,Contact dermatitis,2001-Dec,Case Reports; Journal Article,R Gallo; M Basso; S Voltolini; M Guarrera,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
168,1,xylitol,자일리톨,Xylitol,1921,PMID:26370610,26370610,10.1111/jdv.13225,Anti-irritant and anti-inflammatory effects of glycerol and xylitol in sodium lauryl sulphate-induced acute irritation.,Journal of the European Academy of Dermatology and Venereology : JEADV,2015-09-14,Journal Article,E Szél; H Polyánka; K Szabó; P Hartmann; D Degovics; B Balázs; I B Németh; C Korponyai; E Csányi; J Kaszaki; S Dikstein; K Nagy; L Kemény; G Erős,"BACKGROUND: Glycerol is known to possess anti-irritant and hydrating properties and previous studies suggested that xylitol may also have similar effects. OBJECTIVE: Our aim was to study whether different concentrations of these polyols restore skin barrier function and soothe inflammation in sodium lauryl sulphate (SLS)-induced acute irritation. METHODS: The experiments were performed on male SKH-1 hairless mice. The skin of the dorsal region was exposed to SLS (5%) for 3 h alone or together with 5% or 10% of glycerol respectively. Further two groups received xylitol solutions (8.26% and 16.52% respectively) using the same osmolarities, which were equivalent to those of the glycerol treatments. The control group was treated with purified water. Transepidermal water loss (TEWL) and skin hydration were determined. Microcirculatory parameters of inflammation were observed by means of intravital videomicroscopy (IVM). Furthermore, accumulation of neutrophil granulocytes and lymphocytes, the expression of inflammatory cytokines and SLS penetration were assessed, as well. RESULTS: Treatment with the 10% of glycerol and both concentrations of xylitol inhibited the SLS-induced elevation of TEWL and moderated the irritant-induced increase in dermal blood flow and in the number of leucocyte-endothelial interactions. All concentrations of the applied polyols improved hydration and prevented the accumulation of lymphocytes near the treatment site. At the mRNA level, neither glycerol nor xylitol influenced the expression of interleukin-1 alpha. However, expression of interleukin-1 beta was significantly decreased by the 10% glycerol treatment, while expression of tumour necrosis factor-alpha decreased upon the same treatment, as well as in response to xylitol. Higher polyol treatments decreased the SLS penetration to the deeper layers of the stratum corneum. CONCLUSION: Both of the analysed polyols exert considerable anti-irritant and anti-inflammatory properties, but the effective concentration of xylitol is lower than that of glycerol.",6,animal,title_exact,mechanistic,safety_evidence|mechanism_evidence,safety_evidence,80,1,candidate_unverified,none
168,2,xylitol,자일리톨,Xylitol,1921,PMID:31390800,31390800,10.3390/nu11081813,Xylitol's Health Benefits beyond Dental Health: A Comprehensive Review.,Nutrients,2019-08-06,Journal Article; Review,Krista Salli; Markus J Lehtinen; Kirsti Tiihonen; Arthur C Ouwehand,"Xylitol has been widely documented to have dental health benefits, such as reducing the risk for dental caries. Here we report on other health benefits that have been investigated for xylitol. In skin, xylitol has been reported to improve barrier function and suppress the growth of potential skin pathogens. As a non-digestible carbohydrate, xylitol enters the colon where it is fermented by members of the colonic microbiota; species of the genus Anaerostipes have been reported to ferment xylitol and produce butyrate. The most common Lactobacillus and Bifidobacterium species do not appear to be able to grow on xylitol. The non-digestible but fermentable nature of xylitol also contributes to a constipation relieving effect and improved bone mineral density. Xylitol also modulates the immune system, which, together with its antimicrobial activity contribute to a reduced respiratory tract infection, sinusitis, and otitis media risk. As a low caloric sweetener, xylitol may contribute to weight management. It has been suggested that xylitol also increases satiety, but these results are not convincing yet. The benefit of xylitol on metabolic health, in addition to the benefit of the mere replacement of sucrose, remains to be determined in humans. Additional health benefits of xylitol have thus been reported and indicate further opportunities but need to be confirmed in human studies.",8,review_or_reference,title_exact,reference_only,direct_effect|reference_evidence,direct_effect,77,1,candidate_unverified,none
168,3,xylitol,자일리톨,Xylitol,1921,PMID:33614931,33614931,10.1002/lio2.524,Microbiomics of irrigation with xylitol or Lactococcus lactis in chronic rhinosinusitis.,Laryngoscope investigative otolaryngology,2021-01-21,Journal Article,Paul A Lambert; Ann L Gill; Steven R Gill; Paul D Allen; Li-Xing Man,"OBJECTIVE: Topical sinonasal rinse therapies may alter the local microbiome and improve disease control in chronic rhinosinusitis (CRS). The objective of this study was to examine microbiome changes in post-surgical CRS patients when rinsing with commercially available products containing xylitol or Lactococcus lactis. METHODS: A crossover-type protocol with a washout period was designed. Swab samples from anterior ethmoid cavities of CRS patients were collected prospectively at baseline. Subjects were provided packets containing either L. lactis W136 or xylitol in non-blinded fashion and instructed to add it to their rinse bottles daily for 28 days, after which another swab was taken. A saline wash-out period was completed and a third swab taken. A final 28-day regimen of the opposite product was followed by a final swab. DNA extraction and sequencing of the 16S rRNA gene allowed for global microbiome analysis. RESULTS: We enrolled 25 subjects with CRS and 10 controls resulting in 70 adequate samples. Increased detection of Lactococcus was observed after use of L. lactis. No significant trends in alpha or beta diversity as a result of treatment were observed. SNOT-22 score did not change significantly following treatment with xylitol, L. lactis, or saline. CONCLUSION: We did not detect any major clinical or microbiome-level effect due to treatment with two topical rinse products. Further research is needed to elucidate their clinical utility and possible probiotic effect. LEVEL OF EVIDENCE: 3.",4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,67,0,candidate_unverified,none
173,1,sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,1875,PMID:39187930,39187930,10.1111/cod.14679,"Sensitisation to the acrylate co-polymers glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®) is rare.",Contact dermatitis,2024-08-26,Journal Article; Multicenter Study,Livia F Soriano; M M U Chowdhury; Philippa Cousen; Simon Dawe; Sharizan A Ghaffar; Adam Haworth; Catherine R Holden; Aoife Hollywood; Graham A Johnston; Stephen Kirk; Avad A Mughal; David I Orton; Robin Parker; Asha Rajeev; Krisztina Scharrer; Aparna Sinha; Natalie M Stone; Donna Thompson; Sarah Wakelin; Heather Whitehouse; Catriona Wootton; Deirdre A Buckley,"BACKGROUND: Acrylate polymers and cross-polymers (ACPs) are frequently used cosmetic ingredients. The British Society for Cutaneous Allergy (BSCA) and the UK Cosmetic, Toiletry and Perfumery Association (CTPA) collaborated to investigate the allergenic potential of three commonly-used ACPs. OBJECTIVES: The objective of this study is to determine the prevalence of allergic contact dermatitis (ACD) to three ACPs: glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate, and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®). MATERIALS AND METHODS: The BSCA prospectively audited data collected from 20 centres in the UK and Ireland between 1st September 2021 and 1st September 2022. Patients with suspected ACD to (meth)acrylates, with facial dermatitis, or consecutive patients, were patch tested to glyceryl acrylate/acrylic acid co-polymer 10% aqueous (aq.) sodium polyacrylate 2% aq., and to acrylates/C10-30 alkyl acrylate cross-polymer 2% aq. (Carbopol®). The frequencies of positive, irritant, and doubtful reactions were recorded. RESULTS: In total, 1302 patients were patch tested. To glyceryl acrylate/acrylic acid co-polymer, there was one doubtful reaction in a patient allergic to multiple (meth)acrylates, and one irritant. To sodium polyacrylate, there were four irritant reactions, one doubtful, and one positive reaction; in all cases, relevance was unknown and there was no demonstrable (meth)acrylate allergy. There were no reactions to Carbopol®. CONCLUSIONS: Sensitisation to these concentrations of the three tested ACPs is rare. Elicitation of dermatitis in (meth)acrylate-sensitised patients by exposure to these three ACPs appears unlikely.",4,human_topical_observational_or_use_test,title_exact,human_topical,safety_evidence,safety_evidence,115,0,candidate_unverified,none
178,1,polysilicone_11,폴리실리콘-11,Polysilicone-11,1858,PMID:38471032,38471032,10.1177/10915818241237789,Safety Assessment of Polysilicone-11 as Used in Cosmetics.,International journal of toxicology,2024-03-12,"Journal Article; Research Support, Non-U.S. Gov't",Priya Cherian; Wilma F Bergfeld; Donald V Belsito; David E Cohen; Curtis D Klaassen; Daniel C Liebler; James G Marks; Lisa A Peterson; Ronald C Shank; Thomas J Slaga; Paul W Snyder; Monice Fiume; Bart Heldreth,The Expert Panel for Cosmetic Ingredient Safety (Panel) assessed the safety of Polysilicone-11 as used in cosmetic formulations. This ingredient is reported to function as a film former. The Panel considered the available data and concluded that Polysilicone-11 is safe in cosmetics in the present practices of use and concentration described in this safety assessment.,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
179,1,madecassoside,마데카소사이드,Madecassoside,1855,PMID:40667819,40667819,10.1080/21688370.2025.2532229,Centella asiatica phytochemical Madecassoside enhances skin wound healing and protects against UVB-induced keratinocyte damage.,Tissue barriers,2025-07-16,Journal Article,Tadhi Sucharitakul; Pimngeon Chatkul; Wilasinee Satianrapapong; Apiwan Arinno; Wanapas Wachiradejkul; Suticha Kittayaruksakul; Jaturon Kwanthongdee; Saimai Chatree; Anyamanee Chatsirisupachai; Pawin Pongkorpsakol,"Madecassoside, one of the main bioactive compounds found in Centella asiatica extract, has long been used in the cosmetic regime for skin care with doubtful effects. The main objectives of this study are to investigate the effects of Madecassoside on skin wound healing, UVB-induced keratinocyte damages, and to search for its pharmacological mechanism. Here, using fully differentiated keratinocyte-like HaCaT cell monolayers as an in vitro model, we found that Madecassoside enhanced wound healing and protected against UVB-induced keratinocyte apoptosis and reduction of cell viability. Indeed, these pharmacological effects of Madecassoside were completely abolished by pretreatment of an intracellular Ca2+ chelator (BAPTA), inhibitors of AMP-activated protein kinase (AMPK), mammalian target of rapamycin (mTOR), and extracellular signal-regulated kinase (ERK). In addition, our Western blotting analyses strongly indicated that Madecassoside-induced ERK phosphorylation was suppressed by pretreatment of BAPTA, inhibitors of AMPK and mTOR signaling. Collectively, these data suggested that Madecassoside promotes wound healing and reduces keratinocyte apoptosis after being damaged by UVB radiation, at least in part, via Ca2+/AMPK- and mTOR-dependent ERK phosphorylation.",7,in_vitro,title_exact,mechanistic,direct_effect|mechanism_evidence,direct_effect,91,3,candidate_unverified,none
