portfolio_rank,selected_for_portfolio,ingredient_id,name_ko,name_en,product_count,current_runtime,effect_ids,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,evidence_component,product_component,function_component,portfolio_score,selection_reason,review_status,score_change
143,Y,hydrolyzed_hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,Hydrolyzed Hyaluronic Acid,2185,N,effect_moisture_barrier,,0,,,,,0.0000,21.8533,20.0000,41.8533,product_usage+official_function,candidate_unverified,none
144,Y,glabridin,글라브리딘,Glabridin,10,N,effect_brightening,6,30,title_exact,mechanistic,27348968,"Glabridin nanosuspension for enhanced skin penetration: formulation optimization, in vitro and in vivo evaluation.",15.0000,6.8144,20.0000,41.8144,paper_signal+product_usage+official_function,candidate_unverified,none
145,Y,dimethiconol,다이메티콘올,Dimethiconol,1907,N,effect_moisture_barrier,,0,,,,,0.0000,21.4667,20.0000,41.4667,product_usage+official_function,candidate_unverified,none
146,Y,climbazole,클림바졸,Climbazole,96,N,effect_acne_sebum,7,16,title_exact,combination_or_formulation,24811958,Climbazole increases expression of cornified envelope proteins in primary keratinocytes.,8.0000,13.0006,20.0000,41.0006,paper_signal+product_usage+official_function,candidate_unverified,none
147,Y,tridecane,트라이데케인,Tridecane,645,N,effect_moisture_barrier,6,25,abstract_exact,mechanistic,11295251,Percutaneous absorption and skin irritation of JP-8 (jet fuel).,12.5000,18.3890,10.0000,40.8890,paper_signal+product_usage+official_function,candidate_unverified,none
148,Y,glucuronic_acid,글루쿠로닉애씨드,Glucuronic Acid,42,N,effect_moisture_barrier,7,20,abstract_exact,mechanistic,16977445,"The effects of Musk T on peroxisome proliferator-activated receptor [PPAR]-alpha activation, epidermal skin homeostasis and dermal hyaluronic acid synthesis.",10.0000,10.6887,20.0000,40.6887,paper_signal+product_usage+official_function,candidate_unverified,none
149,Y,sodium_hyaluronate_crosspolymer,소듐하이알루로네이트크로스폴리머,Sodium Hyaluronate Crosspolymer,1437,N,effect_moisture_barrier,,0,,,,,0.0000,20.6630,20.0000,40.6630,product_usage+official_function,candidate_unverified,none
150,Y,sodium_acetylated_hyaluronate,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,1371,N,effect_moisture_barrier,,0,,,,,0.0000,20.5295,20.0000,40.5295,product_usage+official_function,candidate_unverified,none
151,Y,peg_40,피이지-40,PEG-40,12,N,effect_moisture_barrier,5,26,abstract_exact,combination_or_formulation,36122613,"Topically applied lipid-containing emulsions based on PEGylated emulsifiers: Formulation, characterization, and evaluation of their impact on skin properties ex vivo and in vivo.",13.0000,7.2892,20.0000,40.2892,paper_signal+product_usage+official_function,candidate_unverified,none
152,Y,hydrolyzed_soy_protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,1204,N,effect_moisture_barrier,,0,,,,,0.0000,20.1607,20.0000,40.1607,product_usage+official_function,candidate_unverified,none
153,Y,glycereth_26,글리세레스-26,Glycereth-26,1140,N,effect_moisture_barrier,,0,,,,,0.0000,20.0056,20.0000,40.0056,product_usage+official_function,candidate_unverified,none
154,Y,fructose,프룩토오스,Fructose,769,N,effect_moisture_barrier,8,2,abstract_exact,route_mismatch,33510169,Transdermal electroosmotic flow generated by a porous microneedle array patch.,1.0000,18.8880,20.0000,39.8880,paper_signal+product_usage+official_function,candidate_unverified,none
155,Y,pca,피씨에이,PCA,1071,N,effect_moisture_barrier,,0,,,,,0.0000,19.8283,20.0000,39.8283,product_usage+official_function,candidate_unverified,none
156,Y,polyglycerin_3,폴리글리세린-3,Polyglycerin-3,1061,N,effect_moisture_barrier,,0,,,,,0.0000,19.8017,20.0000,39.8017,product_usage+official_function,candidate_unverified,none
157,Y,anhydroxylitol,안하이드로자일리톨,Anhydroxylitol,1027,N,effect_moisture_barrier,,0,,,,,0.0000,19.7092,20.0000,39.7092,product_usage+official_function,candidate_unverified,none
158,Y,xylitylglucoside,자일리틸글루코사이드,Xylitylglucoside,1008,N,effect_moisture_barrier,,0,,,,,0.0000,19.6562,20.0000,39.6562,product_usage+official_function,candidate_unverified,none
159,Y,hydrolyzed_keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,1003,N,effect_moisture_barrier,,0,,,,,0.0000,19.6421,20.0000,39.6421,product_usage+official_function,candidate_unverified,none
160,Y,magnesium_stearate,마그네슘스테아레이트,Magnesium Stearate,956,N,effect_moisture_barrier,,0,,,,,0.0000,19.5058,20.0000,39.5058,product_usage+official_function,candidate_unverified,none
161,Y,glyceryl_acrylate_acrylic_acid_copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,886,N,effect_moisture_barrier,,0,,,,,0.0000,19.2900,20.0000,39.2900,product_usage+official_function,candidate_unverified,none
162,Y,isododecane,아이소도데케인,Isododecane,5008,N,effect_moisture_barrier,8,10,abstract_exact,reference_only,36121393,Factors to control the alignment of surface-treated titanium dioxide powders to maximize performance of sunscreens.,5.0000,24.2096,10.0000,39.2096,paper_signal+product_usage+official_function,candidate_unverified,none
163,Y,salix_alba_willow_bark_extract,흰버드나무껍질추출물,Salix Alba (Willow) Bark Extract,821,N,effect_calming,,0,,,,,0.0000,19.0737,20.0000,39.0737,product_usage+official_function,candidate_unverified,none
164,Y,hydrolyzed_glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,736,N,effect_moisture_barrier,,0,,,,,0.0000,18.7635,20.0000,38.7635,product_usage+official_function,candidate_unverified,none
165,Y,ethyl_oleate,에틸올리에이트,Ethyl Oleate,287,N,effect_moisture_barrier,6,25,abstract_exact,mechanistic,39727555,Preparation of Patchouli Oil Microemulsion Gel and Its Topical Application to Ameliorate Atopic Dermatitis in Mice.,12.5000,16.0932,10.0000,38.5932,paper_signal+product_usage+official_function,candidate_unverified,none
166,Y,peg_8,피이지-8,PEG-8,665,N,effect_moisture_barrier,,0,,,,,0.0000,18.4756,20.0000,38.4756,product_usage+official_function,candidate_unverified,none
167,Y,methyl_gluceth_20,메틸글루세스-20,Methyl Gluceth-20,664,N,effect_moisture_barrier,,0,,,,,0.0000,18.4714,20.0000,38.4714,product_usage+official_function,candidate_unverified,none
168,Y,ficus_carica_fig_fruit_extract,무화과추출물,Ficus Carica (Fig) Fruit Extract,662,N,effect_moisture_barrier,,0,,,,,0.0000,18.4628,20.0000,38.4628,product_usage+official_function,candidate_unverified,none
169,Y,hydrolyzed_silk,하이드롤라이즈드실크,Hydrolyzed Silk,660,N,effect_moisture_barrier,,0,,,,,0.0000,18.4542,20.0000,38.4542,product_usage+official_function,candidate_unverified,none
170,Y,pantolactone,판토락톤,Pantolactone,643,N,effect_moisture_barrier,,0,,,,,0.0000,18.3802,20.0000,38.3802,product_usage+official_function,candidate_unverified,none
171,Y,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,632,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,18.3312,20.0000,38.3312,product_usage+official_function,candidate_unverified,none
172,Y,caprylyl_glycol,카프릴릴글라이콜,Caprylyl Glycol,21124,N,effect_moisture_barrier,,0,,,,,0.0000,28.2996,10.0000,38.2996,product_usage+official_function,candidate_unverified,none
173,Y,diglycerin,다이글리세린,Diglycerin,618,N,effect_moisture_barrier,,0,,,,,0.0000,18.2676,20.0000,38.2676,product_usage+official_function,candidate_unverified,none
174,Y,sucrose_laurate,수크로오스라우레이트,Sucrose Laurate,229,N,effect_moisture_barrier,6,25,abstract_exact,mechanistic,25612540,Monitoring the distribution of surfactants in the stratum corneum by combined ATR-FTIR and tape-stripping experiments.,12.5000,15.4542,10.0000,37.9542,paper_signal+product_usage+official_function,candidate_unverified,none
175,Y,cyclopentasiloxane,사이클로펜타실록세인,Cyclopentasiloxane,3191,N,effect_moisture_barrier,8,10,abstract_exact,reference_only,36121393,Factors to control the alignment of surface-treated titanium dioxide powders to maximize performance of sunscreens.,5.0000,22.9291,10.0000,37.9291,paper_signal+product_usage+official_function,candidate_unverified,none
176,Y,rhamnose,람노오스,Rhamnose,224,N,effect_moisture_barrier,6,5,abstract_exact,route_mismatch,41532096,"Oral administration of Lacticaseibacillus rhamnosus HM126 alleviates DNFB-induced atopic dermatitis in BALB/c mice by modulating immunity, gut microbiota, and metabolites.",2.5000,15.3917,20.0000,37.8917,paper_signal+product_usage+official_function,candidate_unverified,none
177,Y,saccharum_officinarum_sugarcane_extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,529,N,effect_moisture_barrier,,0,,,,,0.0000,17.8265,20.0000,37.8265,product_usage+official_function,candidate_unverified,none
178,Y,sodium_dilauramidoglutamide_lysine,소듐다이라우미도글루타미드라이신,Sodium Dilauramidoglutamide Lysine,510,N,effect_moisture_barrier,,0,,,,,0.0000,17.7228,20.0000,37.7228,product_usage+official_function,candidate_unverified,none
179,Y,pueraria_lobata_root_extract,칡뿌리추출물,Pueraria Lobata Root Extract,504,N,effect_moisture_barrier,,0,,,,,0.0000,17.6892,20.0000,37.6892,product_usage+official_function,candidate_unverified,none
180,Y,hydrogenated_starch_hydrolysate,하이드로제네이티드스타치하이드롤리세이트,Hydrogenated Starch Hydrolysate,497,N,effect_moisture_barrier,,0,,,,,0.0000,17.6495,20.0000,37.6495,product_usage+official_function,candidate_unverified,none
181,Y,peg_75,피이지-75,PEG-75,48,N,effect_moisture_barrier,7,13,abstract_exact,combination_or_formulation,36577808,Film-Forming Properties of Topical Formulations for Skin and Hair: In Vivo and In Vitro Studies Using Biophysical and Imaging Techniques.,6.5000,11.0599,20.0000,37.5599,paper_signal+product_usage+official_function,candidate_unverified,none
182,Y,sclerocarya_birrea_seed_oil,마룰라씨오일,Sclerocarya Birrea Seed Oil,459,N,effect_moisture_barrier,,0,,,,,0.0000,17.4240,20.0000,37.4240,product_usage+official_function,candidate_unverified,none
183,Y,salvia_officinalis_sage_leaf_extract,살비아잎추출물,Salvia Officinalis (Sage) Leaf Extract,455,N,effect_acne_sebum,,0,,,,,0.0000,17.3991,20.0000,37.3991,product_usage+official_function,candidate_unverified,none
184,Y,hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,2614,N,effect_moisture_barrier,8,10,title_exact,combination_or_formulation,19296892,Skin moisturization by hydrogenated polyisobutene--quantitative and visual evaluation.,5.0000,22.3625,10.0000,37.3625,paper_signal+product_usage+official_function,candidate_unverified,none
185,Y,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,901,N,effect_moisture_barrier,6,16,abstract_exact,combination_or_formulation,42410212,Vegetable Butter-Based Nanocarriers: Do Nanoparticulation and Quercetin Loading Modulate In vitro Cellular Effects Involved in Wound Healing?,8.0000,19.3376,10.0000,37.3376,paper_signal+product_usage+official_function,candidate_unverified,none
186,Y,punica_granatum_extract,석류나무추출물,Punica Granatum Extract,179,N,effect_moisture_barrier,7,25,title_exact,mechanistic,40755496,"Photoprotective, Antioxidant and Anti-Inflammatory Effects of Aged Punica granatum Extract: In Vitro and In Vivo Insights.",12.5000,14.7576,10.0000,37.2576,paper_signal+product_usage+official_function,candidate_unverified,none
187,Y,tremella_fuciformis_sporocarp_extract,흰목이버섯포자낭과추출물,Tremella Fuciformis Sporocarp Extract,421,N,effect_moisture_barrier,,0,,,,,0.0000,17.1789,20.0000,37.1789,product_usage+official_function,candidate_unverified,none
188,Y,prunus_persica_peach_fruit_extract,복숭아추출물,Prunus Persica (Peach) Fruit Extract,419,N,effect_moisture_barrier,,0,,,,,0.0000,17.1654,20.0000,37.1654,product_usage+official_function,candidate_unverified,none
189,Y,rubus_idaeus_raspberry_fruit_extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,399,N,effect_exfoliation,,0,,,,,0.0000,17.0268,20.0000,37.0268,product_usage+official_function,candidate_unverified,none
190,Y,dimethylsilanol_hyaluronate,다이메틸실란올하이알루로네이트,Dimethylsilanol Hyaluronate,398,N,effect_moisture_barrier,,0,,,,,0.0000,17.0197,20.0000,37.0197,product_usage+official_function,candidate_unverified,none
191,Y,coptis_japonica_extract,황련추출물,Coptis Japonica Extract,378,N,effect_acne_sebum,,0,,,,,0.0000,16.8735,20.0000,36.8735,product_usage+official_function,candidate_unverified,none
192,Y,vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,371,N,effect_acne_sebum|effect_moisture_barrier,,0,,,,,0.0000,16.8205,20.0000,36.8205,product_usage+official_function,candidate_unverified,none
193,Y,camellia_sinensis_seed_oil,녹차씨오일,Camellia Sinensis Seed Oil,363,N,effect_moisture_barrier,,0,,,,,0.0000,16.7588,20.0000,36.7588,product_usage+official_function,candidate_unverified,none
194,Y,glucomannan,글루코만난,Glucomannan,150,N,effect_moisture_barrier,6,25,abstract_exact,mechanistic,35100602,Common Cosmetic Compounds Can Reduce Air Pollution-Induced Oxidative Stress and Pro-Inflammatory Response in the Skin.,12.5000,14.2583,10.0000,36.7583,paper_signal+product_usage+official_function,candidate_unverified,none
195,Y,bis_peg_18_methyl_ether_dimethyl_silane,비스-피이지-18메틸에터다이메틸실레인,Bis-PEG-18 Methyl Ether Dimethyl Silane,352,N,effect_moisture_barrier,,0,,,,,0.0000,16.6716,20.0000,36.6716,product_usage+official_function,candidate_unverified,none
196,Y,hamamelis_virginiana_witch_hazel_water,버지니아풍년화수,Hamamelis Virginiana (Witch Hazel) Water,342,N,effect_calming,,0,,,,,0.0000,16.5899,20.0000,36.5899,product_usage+official_function,candidate_unverified,none
197,Y,sodium_hyaluronate_dimethylsilanol,소듐하이알루로네이트다이메틸실란올,Sodium Hyaluronate Dimethylsilanol,342,N,effect_moisture_barrier,,0,,,,,0.0000,16.5899,20.0000,36.5899,product_usage+official_function,candidate_unverified,none
198,Y,tremella_fuciformis_mushroom_extract,흰목이버섯추출물,Tremella Fuciformis (Mushroom) Extract,328,N,effect_moisture_barrier,,0,,,,,0.0000,16.4715,20.0000,36.4715,product_usage+official_function,candidate_unverified,none
199,Y,acetyl_tetrapeptide_5,아세틸테트라펩타이드-5,Acetyl Tetrapeptide-5,326,N,effect_moisture_barrier,,0,,,,,0.0000,16.4541,20.0000,36.4541,product_usage+official_function,candidate_unverified,none
200,Y,terminalia_ferdinandiana_fruit_extract,카카두플럼추출물,Terminalia Ferdinandiana Fruit Extract,323,N,effect_brightening,,0,,,,,0.0000,16.4279,20.0000,36.4279,product_usage+official_function,candidate_unverified,none
201,Y,acetyl_octapeptide_3,아세틸옥타펩타이드-3,Acetyl Octapeptide-3,308,N,effect_moisture_barrier,,0,,,,,0.0000,16.2932,20.0000,36.2932,product_usage+official_function,candidate_unverified,none
202,Y,sodium_polyaspartate,소듐폴리아스파테이트,Sodium Polyaspartate,290,N,effect_moisture_barrier,,0,,,,,0.0000,16.1227,20.0000,36.1227,product_usage+official_function,candidate_unverified,none
203,Y,triticum_vulgare_wheat_germ_oil,밀배아오일,Triticum Vulgare (Wheat) Germ Oil,286,N,effect_moisture_barrier,,0,,,,,0.0000,16.0833,20.0000,36.0833,product_usage+official_function,candidate_unverified,none
204,Y,myristyl_alcohol,미리스틸알코올,Myristyl Alcohol,576,N,effect_moisture_barrier,6,16,abstract_exact,combination_or_formulation,12429475,Skin permeation enhancement effect and skin irritation of saturated fatty alcohols.,8.0000,18.0680,10.0000,36.0680,paper_signal+product_usage+official_function,candidate_unverified,none
205,Y,capryloyl_glycine,카프릴로일글라이신,Capryloyl Glycine,273,N,effect_acne_sebum,,0,,,,,0.0000,15.9516,20.0000,35.9516,product_usage+official_function,candidate_unverified,none
206,Y,azulene,아줄렌,Azulene,18,N,effect_calming,8,15,title_exact,reference_only,38731510,Azulene and Its Derivatives as Potential Compounds in the Therapy of Dermatological and Anticancer Diseases: New Perspectives against the Backdrop of Current Research.,7.5000,8.3676,20.0000,35.8676,paper_signal+product_usage+official_function,candidate_unverified,none
207,Y,hedera_helix_ivy_leaf_stem_extract,서양송악잎/줄기추출물,Hedera Helix (Ivy) Leaf/Stem Extract,264,N,effect_calming,,0,,,,,0.0000,15.8567,20.0000,35.8567,product_usage+official_function,candidate_unverified,none
208,Y,ethyl_vanillin,에틸바닐린,Ethyl Vanillin,257,N,effect_calming,,0,,,,,0.0000,15.7806,20.0000,35.7806,product_usage+official_function,candidate_unverified,none
209,Y,prunus_mume_fruit_extract,매실추출물,Prunus Mume Fruit Extract,252,N,effect_moisture_barrier,,0,,,,,0.0000,15.7250,20.0000,35.7250,product_usage+official_function,candidate_unverified,none
210,Y,cocos_nucifera_coconut_fruit_juice,코코넛야자열매즙,Cocos Nucifera (Coconut) Fruit Juice,248,N,effect_moisture_barrier,,0,,,,,0.0000,15.6797,20.0000,35.6797,product_usage+official_function,candidate_unverified,none
211,Y,fucus_vesiculosus_extract,블래더랙추출물,Fucus Vesiculosus Extract,247,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,15.6683,20.0000,35.6683,product_usage+official_function,candidate_unverified,none
212,Y,phytantriol,피탄트라이올,Phytantriol,239,N,effect_moisture_barrier,,0,,,,,0.0000,15.5751,20.0000,35.5751,product_usage+official_function,candidate_unverified,none
213,Y,wheat_amino_acids,밀아미노산,Wheat Amino Acids,237,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,15.5513,20.0000,35.5513,product_usage+official_function,candidate_unverified,none
214,Y,achillea_millefolium_extract,서양톱풀추출물,Achillea Millefolium Extract,229,N,effect_acne_sebum|effect_calming,,0,,,,,0.0000,15.4542,20.0000,35.4542,product_usage+official_function,candidate_unverified,none
215,Y,glyceryl_behenate,글리세릴베헤네이트,Glyceryl Behenate,455,N,effect_moisture_barrier,6,16,abstract_exact,combination_or_formulation,10799811,Vitamin A loaded solid lipid nanoparticles for topical use: occlusive properties and drug targeting to the upper skin.,8.0000,17.3991,10.0000,35.3991,paper_signal+product_usage+official_function,candidate_unverified,none
216,Y,sucrose_stearate,수크로오스스테아레이트,Sucrose Stearate,455,N,effect_moisture_barrier,6,16,abstract_exact,combination_or_formulation,27669200,Efficacy of Pre- and Post-Treatment by Topical Formulations Containing Dissolved and Suspended Silybum marianum against UVB-Induced Oxidative Stress in Guinea Pig and on HaCaT Keratinocytes.,8.0000,17.3991,10.0000,35.3991,paper_signal+product_usage+official_function,candidate_unverified,none
217,Y,equisetum_arvense_extract,쇠뜨기추출물,Equisetum Arvense Extract,222,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,15.3663,20.0000,35.3663,product_usage+official_function,candidate_unverified,none
218,Y,polyglycerin_6,폴리글리세린-6,Polyglycerin-6,220,N,effect_moisture_barrier,,0,,,,,0.0000,15.3407,20.0000,35.3407,product_usage+official_function,candidate_unverified,none
219,Y,salvia_hispanica_seed_oil,멕시칸치아씨오일,Salvia Hispanica Seed Oil,219,N,effect_moisture_barrier,,0,,,,,0.0000,15.3278,20.0000,35.3278,product_usage+official_function,candidate_unverified,none
220,Y,cinnamomum_zeylanicum_bark_extract,실론시나몬나무껍질추출물,Cinnamomum Zeylanicum Bark Extract,218,N,effect_moisture_barrier,,0,,,,,0.0000,15.3149,20.0000,35.3149,product_usage+official_function,candidate_unverified,none
221,Y,peg_ppg_polybutylene_glycol_8_5_3_glycerin,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin,218,N,effect_moisture_barrier,,0,,,,,0.0000,15.3149,20.0000,35.3149,product_usage+official_function,candidate_unverified,none
222,Y,hydrolyzed_corn_starch,하이드롤라이즈드옥수수전분,Hydrolyzed Corn Starch,217,N,effect_moisture_barrier,,0,,,,,0.0000,15.3019,20.0000,35.3019,product_usage+official_function,candidate_unverified,none
223,Y,silk_amino_acids,실크아미노산,Silk Amino Acids,216,N,effect_moisture_barrier,,0,,,,,0.0000,15.2888,20.0000,35.2888,product_usage+official_function,candidate_unverified,none
224,Y,hydroxypropylammonium_gluconate,하이드록시프로필암모늄글루코네이트,Hydroxypropylammonium Gluconate,213,N,effect_moisture_barrier,,0,,,,,0.0000,15.2492,20.0000,35.2492,product_usage+official_function,candidate_unverified,none
225,Y,saccharomyces_lysate_extract,효모용해추출물,Saccharomyces Lysate Extract,213,N,effect_moisture_barrier,,0,,,,,0.0000,15.2492,20.0000,35.2492,product_usage+official_function,candidate_unverified,none
226,Y,sodium_polyglutamate,소듐폴리글루타메이트,Sodium Polyglutamate,212,N,effect_moisture_barrier,,0,,,,,0.0000,15.2359,20.0000,35.2359,product_usage+official_function,candidate_unverified,none
227,Y,persea_gratissima_avocado_fruit_extract,아보카도열매추출물,Persea Gratissima (Avocado) Fruit Extract,211,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,15.2226,20.0000,35.2226,product_usage+official_function,candidate_unverified,none
228,Y,phyllanthus_emblica_fruit_extract,인디안구스베리열매추출물,Phyllanthus Emblica Fruit Extract,211,N,effect_moisture_barrier,,0,,,,,0.0000,15.2226,20.0000,35.2226,product_usage+official_function,candidate_unverified,none
229,Y,hydroxypropylgluconamide,하이드록시프로필글루콘아마이드,Hydroxypropylgluconamide,210,N,effect_moisture_barrier,,0,,,,,0.0000,15.2091,20.0000,35.2091,product_usage+official_function,candidate_unverified,none
230,Y,helianthus_annuus_sunflower_seed_oil,해바라기씨오일,Helianthus Annuus (Sunflower) Seed Oil,7098,N,effect_moisture_barrier,,0,,,,,0.0000,25.2006,10.0000,35.2006,product_usage+official_function,candidate_unverified,none
231,Y,2_3_butanediol,"2,3-부탄다이올","2,3-Butanediol",205,N,effect_moisture_barrier,,0,,,,,0.0000,15.1410,20.0000,35.1410,product_usage+official_function,candidate_unverified,none
232,Y,behenyl_alcohol,베헤닐알코올,Behenyl Alcohol,2336,N,effect_moisture_barrier,8,6,abstract_exact,combination_or_formulation,27614102,The rational design of biomimetic skin barrier lipid formulations using biophysical methods.,3.0000,22.0431,10.0000,35.0431,paper_signal+product_usage+official_function,candidate_unverified,none
233,Y,betaine_salicylate,베타인살리실레이트,Betaine Salicylate,192,N,effect_exfoliation,,0,,,,,0.0000,14.9557,20.0000,34.9557,product_usage+official_function,candidate_unverified,none
234,Y,yeast_amino_acids,효모아미노산,Yeast Amino Acids,191,N,effect_moisture_barrier,,0,,,,,0.0000,14.9410,20.0000,34.9410,product_usage+official_function,candidate_unverified,none
235,Y,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,1105,N,effect_moisture_barrier,8,10,title_exact,combination_or_formulation,19995365,Dirt-binding particles consisting of hydrogenated castor oil beads constitute a nonirritating alternative for abrasive cleaning of recalcitrant oily skin contamination in a three-step programme of occupational skin protection.,5.0000,19.9170,10.0000,34.9170,paper_signal+product_usage+official_function,candidate_unverified,none
236,Y,isomalt,아이소말트,Isomalt,188,N,effect_moisture_barrier,,0,,,,,0.0000,14.8962,20.0000,34.8962,product_usage+official_function,candidate_unverified,none
237,Y,pseudoalteromonas_ferment_extract,슈도알테로모나스발효추출물,Pseudoalteromonas Ferment Extract,184,N,effect_moisture_barrier,,0,,,,,0.0000,14.8354,20.0000,34.8354,product_usage+official_function,candidate_unverified,none
238,Y,larix_europaea_wood_extract,유럽잎갈나무목부추출물,Larix Europaea Wood Extract,178,N,effect_moisture_barrier,,0,,,,,0.0000,14.7417,20.0000,34.7417,product_usage+official_function,candidate_unverified,none
239,Y,camellia_japonica_flower_extract,동백나무꽃추출물,Camellia Japonica Flower Extract,428,N,effect_moisture_barrier,8,15,title_exact,reference_only,40867864,Camellia japonica Flower Extract and the Active Constituent Hyperoside Repair DNA Damage Through FUNDC1-Mediated Mitophagy Pathway for Skin Anti-Aging.,7.5000,17.2257,10.0000,34.7257,paper_signal+product_usage+official_function,candidate_unverified,none
240,Y,polydextrose,폴리덱스트로오스,Polydextrose,70,N,effect_moisture_barrier,6,5,abstract_exact,route_mismatch,23577592,Dietary polyunsaturated fatty acids and non-digestible oligosaccharides reduce dermatitis in mice.,2.5000,12.1139,20.0000,34.6139,paper_signal+product_usage+official_function,candidate_unverified,none
241,Y,leontopodium_alpinum_callus_culture_extract,에델바이스캘러스배양추출물,Leontopodium Alpinum Callus Culture Extract,163,N,effect_moisture_barrier,,0,,,,,0.0000,14.4930,20.0000,34.4930,product_usage+official_function,candidate_unverified,none
242,Y,magnesium_pca,마그네슘피씨에이,Magnesium PCA,160,N,effect_moisture_barrier,,0,,,,,0.0000,14.4405,20.0000,34.4405,product_usage+official_function,candidate_unverified,none
243,Y,quillaja_saponaria_bark_extract,퀼라자껍질추출물,Quillaja Saponaria Bark Extract,157,N,effect_acne_sebum|effect_moisture_barrier,,0,,,,,0.0000,14.3871,20.0000,34.3871,product_usage+official_function,candidate_unverified,none
244,Y,urtica_dioica_nettle_extract,쐐기풀추출물,Urtica Dioica (Nettle) Extract,157,N,effect_acne_sebum|effect_calming,,0,,,,,0.0000,14.3871,20.0000,34.3871,product_usage+official_function,candidate_unverified,none
245,Y,sesamum_indicum_sesame_seed_extract,검은깨추출물,Sesamum Indicum (Sesame) Seed Extract,156,N,effect_calming,,0,,,,,0.0000,14.3690,20.0000,34.3690,product_usage+official_function,candidate_unverified,none
246,Y,simmondsia_chinensis_jojoba_seed_oil,호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil,5237,N,effect_moisture_barrier,,0,,,,,0.0000,24.3366,10.0000,34.3366,product_usage+official_function,candidate_unverified,none
247,Y,maltitol,말티톨,Maltitol,153,N,effect_moisture_barrier,,0,,,,,0.0000,14.3142,20.0000,34.3142,product_usage+official_function,candidate_unverified,none
248,Y,butyloctanol,부틸옥탄올,Butyloctanol,152,N,effect_moisture_barrier,,0,,,,,0.0000,14.2957,20.0000,34.2957,product_usage+official_function,candidate_unverified,none
249,Y,trimethylsiloxysilicate,트라이메틸실록시실리케이트,Trimethylsiloxysilicate,5074,N,effect_moisture_barrier,,0,,,,,0.0000,24.2468,10.0000,34.2468,product_usage+official_function,candidate_unverified,none
250,Y,salvia_sclarea_clary_extract,클레리추출물,Salvia Sclarea (Clary) Extract,149,N,effect_calming,,0,,,,,0.0000,14.2394,20.0000,34.2394,product_usage+official_function,candidate_unverified,none
251,Y,jasminum_officinale_jasmine_oil,커먼자스민오일,Jasminum Officinale (Jasmine) Oil,146,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,14.1820,20.0000,34.1820,product_usage+official_function,candidate_unverified,none
252,Y,olea_europaea_olive_fruit_extract,올리브추출물,Olea Europaea (Olive) Fruit Extract,145,N,effect_brightening,,0,,,,,0.0000,14.1626,20.0000,34.1626,product_usage+official_function,candidate_unverified,none
253,Y,pancratium_maritimum_extract,씨대퍼딜추출물,Pancratium Maritimum Extract,145,N,effect_moisture_barrier,,0,,,,,0.0000,14.1626,20.0000,34.1626,product_usage+official_function,candidate_unverified,none
254,Y,hedera_helix_ivy_extract,서양송악추출물,Hedera Helix (Ivy) Extract,140,N,effect_calming,,0,,,,,0.0000,14.0636,20.0000,34.0636,product_usage+official_function,candidate_unverified,none
255,Y,acetamide_mea,아세타마이드엠이에이,Acetamide MEA,139,N,effect_moisture_barrier,,0,,,,,0.0000,14.0434,20.0000,34.0434,product_usage+official_function,candidate_unverified,none
256,Y,sodium_nitrate,소듐나이트레이트,Sodium Nitrate,139,N,effect_calming,,0,,,,,0.0000,14.0434,20.0000,34.0434,product_usage+official_function,candidate_unverified,none
257,Y,morus_alba_root_extract,뽕나무뿌리추출물,Morus Alba Root Extract,137,N,effect_brightening,,0,,,,,0.0000,14.0025,20.0000,34.0025,product_usage+official_function,candidate_unverified,none
