product_code,source_prefix,current_brand,product_name,suspected_brand,issue_type,recommended_action,confidence,note
cultbeauty_858f16f1159a9f,cultbeauty,HUDA BEAUTY,Fenty Beauty Pro Filt'R Soft Matte Powder Foundation 9.1g (Various Shades),Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; NARS
cultbeauty_157fbbfbc6bfc9,cultbeauty,HUDA BEAUTY,Fenty Beauty Soft'Lit Naturally Luminous Longwear Foundation 32ml (Various Shades) 265,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Armani; HUDA BEAUTY
cultbeauty_58d39e14f25d46,cultbeauty,HUDA BEAUTY,Fenty Beauty Sun Stalk'R Soufflé Pressed Mousse Cream Bronzer 15g (Various Shades) Maple Glaze,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Color Wow; HUDA BEAUTY
cultbeauty_8f87bdae4101ec,cultbeauty,HUDA BEAUTY,Fenty Beauty Trace'D Out Pencil Lip Liner 1.24g (Various Shades) Brown'D Out,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; MAC
cultbeauty_9c34310289d773,cultbeauty,HUDA BEAUTY,Fenty Beauty You Mist Setting Spray 100ml,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; HUDA BEAUTY
cultbeauty_3ea0fd0515ed8a,cultbeauty,Hourglass,Fenty Beauty We'Re Even Hydrating Longwear Concealer 9ml (Various Shades) 100C,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Hourglass; NARS
cultbeauty_3a30048efe5862,cultbeauty,NARS,Fenty Beauty Brow Mvp Sculpting Wax Pencil & Styler 1.3g - Unversal,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; NYX Professional Makeup
cultbeauty_48499c80e9fe22,cultbeauty,NARS,Fenty Beauty Mini Hella Thicc Volumising Mascara 6.5ml - Cuz I'M Black,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=L'Oréal Paris; NARS
cultbeauty_4254e798e19f37,cultbeauty,NYX Professional Makeup,Fenty Beauty Flyliner Longwear Liquid Eyeliner 0.5ml (Various Shades) Cuz I'M Black,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NYX Professional Makeup; Urban Decay
cultbeauty_4bd39f19a53ab6,cultbeauty,PATRICK TA,"FENTY BEAUTY MINI GLOSS BOMB HEAT UNIVERSAL LIP LUMINIZER + PLUMPER, 5.5ML (Various Shades) Hot Cherry",Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; PATRICK TA
cultbeauty_fcb1060b8058e3,cultbeauty,PATRICK TA,Fenty Beauty Cheeks Out Freestyle Cream Blush 3g (Various Shades) Big Melons,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; PATRICK TA
cultbeauty_01cfbbd66163c1,cultbeauty,PATRICK TA,Fenty Beauty Cheeks Out Freestyle Cream Bronzer 6.23g (Various Shades) Amber,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Anastasia Beverly Hills; PATRICK TA
cultbeauty_b9a90698c018ed,cultbeauty,PATRICK TA,Fenty Beauty Fenty Cheeks Suede Powder Blush 4g (Various Shades) Brickkkk,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; PATRICK TA
cultbeauty_140199752a555f,cultbeauty,PATRICK TA,Fenty Beauty Fenty Icon The Case Semi-Matte Refillable Lipstick- Matte Black,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NYX Professional Makeup; PATRICK TA
cultbeauty_ebdf0aab241522,cultbeauty,PATRICK TA,Fenty Beauty Gloss Bomb Heat Universal Lip Luminizer + Plumper 9ml (Various Shades) Hot Chocolit Heat,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; PATRICK TA
cultbeauty_9877704840f79c,cultbeauty,PATRICK TA,Fenty Beauty Hella Thicc Volumising Mascara 10ml,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=L'Oréal Paris; PATRICK TA
cultbeauty_4517f179a2de1a,cultbeauty,PATRICK TA,Fenty Beauty Icon Velvet Liquid Lipstick 5.5g (Various Shades) H.B.I.C.,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Anastasia Beverly Hills; PATRICK TA
cultbeauty_a8c24026684834,cultbeauty,PATRICK TA,Fenty Beauty Mini Killawatt Freestyle Highlighter 2.2g (Various Shades),Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Beauty; PATRICK TA
cultbeauty_77a57ec55bc233,cultbeauty,PATRICK TA,Fenty Beauty Mini Match Stix Duo Contour + Highlighter Set 5.6g (Various Shades) Deep,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; PATRICK TA
cultbeauty_8cebb9dc275c93,cultbeauty,PATRICK TA,Fenty Beauty Poutsicle Hydrating Lip Stain 6.5ml (Various Shades) Fuchsia Wife,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; benefit
cultbeauty_9541acdb51692b,cultbeauty,PATRICK TA,Fenty Beauty Shadowstix Longwear Eyeshadow Stick 1.6g (Various Shades) Cuz I'M Black,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Armani; PATRICK TA
cultbeauty_7936ca8df8297a,cultbeauty,PATRICK TA,Fenty Beauty Shake N' Play Buildable Liquid Blush 9ml (Various Shades) Wild'Berry Whip,Fenty Beauty,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; PATRICK TA
cultbeauty_247c866c782737,cultbeauty,Anastasia Beverly Hills,Fenty Hair The Controlling Type Hair Thickening Edge Control 100ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Anastasia Beverly Hills; Fenty Hair
cultbeauty_d745a64311edf6,cultbeauty,Color Wow,Fenty Hair The Rich One Mositure Repair Shampoo 90ml and The Rich One Moisture Repair Conditioner 90ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Biodance; Color Wow
cultbeauty_49836b2bfe617d,cultbeauty,HUDA BEAUTY,Fenty Hair The Comeback Kid Instant Damage Repair Treatment Mini 60ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Philip Kingsley
cultbeauty_d6010b9d65a86a,cultbeauty,HUDA BEAUTY,Fenty Hair The Flashy One 9-In-1 Treatment Oil 50ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; OUAI
cultbeauty_f67e2cea83466d,cultbeauty,HUDA BEAUTY,Fenty Hair The Homecurl Curl Defining Cream Mini 100ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Umberto Giannini
cultbeauty_e5dc6f46337c3a,cultbeauty,HUDA BEAUTY,Fenty Hair The Protective Type 5 In 1 Heat Protectant 150ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; HUDA BEAUTY
cultbeauty_af8183484f4a3a,cultbeauty,HUDA BEAUTY,Fenty Hair The Rich One Moisture Repair Conditoner 300ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; HUDA BEAUTY
cultbeauty_4a4d0c8e970e57,cultbeauty,PATRICK TA,"Fenty Hair Hero Duo, The Homecurl Curl Defining Cream 340ml and The Water Boi Leave in Conditioner 200ml",Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Sol de Janeiro
cultbeauty_44c918ff464e0e,cultbeauty,PATRICK TA,Fenty Hair Mini Clear Thinker Clarifying Shampoo 90ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Skin; PATRICK TA
cultbeauty_c7b9e8eca48037,cultbeauty,PATRICK TA,"Fenty Hair Mini Heroes, The Homecurl Curl Defining Cream 100ml and The Water Boi Leave in Conditioner 50ml",Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_091de336610641,cultbeauty,PATRICK TA,Fenty Hair Mini The Rich One Moisture Repair Shampoo 90ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; The Ordinary
cultbeauty_2a5f6e8ebd1a9d,cultbeauty,PATRICK TA,Fenty Hair The Curl Crew,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_ae1b22cb6ef1ba,cultbeauty,PATRICK TA,Fenty Hair The Gelly Type Strong Hold Gel 200ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Umberto Giannini
cultbeauty_622090f8a015cc,cultbeauty,PATRICK TA,Fenty Hair The Homecurl Curl Defining Cream 340ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Umberto Giannini
cultbeauty_2dddf674a95c39,cultbeauty,PATRICK TA,Fenty Hair The Protection Posse,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_8789c6eda56f14,cultbeauty,PATRICK TA,Fenty Hair The Protective Type 5-In-1 Heat Protectant Styler Mini 90ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Redken
cultbeauty_05c7a180664e96,cultbeauty,PATRICK TA,Fenty Hair The Rich One Moisture Repair Shampoo 300ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_fe25c9ea9e998e,cultbeauty,PATRICK TA,Fenty Hair The Rich One Mositure Repair Shampoo 300ml and The Rich One Moisture Repair Conditioner 300ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_599b15c53fb526,cultbeauty,PATRICK TA,Fenty Hair The Richer One Moisture Repair Deep Conditioner 340ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; PATRICK TA
cultbeauty_4a224fd1491342,cultbeauty,PATRICK TA,Fenty Hair The Water Boi Leave In Conditioner 200ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kerastase; PATRICK TA
cultbeauty_e52e12b0162db3,cultbeauty,Saie,Fenty Hair Mini The Rich One Moisture Repair Conditoner 90ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; Saie
cultbeauty_2b6618e69c315e,cultbeauty,Westman Atelier,Fenty Hair The Clear Thinker Clarifying Shampoo 300ml,Fenty Hair,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fenty Hair; Westman Atelier
cultbeauty_8164789c9f896b,cultbeauty,Aesop,Fresh Brown Sugar Body Polish 240g,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aesop; Urban Decay
cultbeauty_e1786d72b8312c,cultbeauty,Aesop,Fresh Floral Recovery Calming Mask 30ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aesop; Fresh
cultbeauty_0ee251d1a0ca52,cultbeauty,Biossance,Fresh Lily Jasmin Body Lotion 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Biossance; ESPA
cultbeauty_4053fb28c4c407,cultbeauty,Caudalie,Fresh Rose Instant Hydration Mist 100ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; Embryolisse
cultbeauty_c67a22f3fcfe2f,cultbeauty,Caudalie,Fresh Sugar Roll-On Deodorant Antiperspirant 75ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; Redken
cultbeauty_68359758a04066,cultbeauty,Chantecaille,Fresh Floral Recovery Calming Mask 100ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Fresh
cultbeauty_da8a43a55ebf08,cultbeauty,Glow Recipe,Fresh Black Tea Instant Perfecting Mask (Various Sizes),Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fresh; Glow Recipe
cultbeauty_5380505d254237,cultbeauty,HUDA BEAUTY,Fresh Lily Jasmin Body Wash 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Sol de Janeiro
cultbeauty_86017f9e2ebddb,cultbeauty,HUDA BEAUTY,Fresh Rose Morning Body Lotion 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; NYX Professional Makeup
cultbeauty_c4b0cbef3186ca,cultbeauty,Kiehl's Since 1851,Fresh Sugar Strawberry Exfoliant Face Wash 125ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kiehl's Since 1851; La Roche-Posay
cultbeauty_d9da9044b95631,cultbeauty,La Roche-Posay,Fresh Sugar Watermelon Hydrating Lip Balm 6g Sugar Caramel,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; benefit
cultbeauty_0a8828a2620eb9,cultbeauty,Medik8,Fresh Lotus Youth Preserve Dream Face Cream 50ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fresh; Medik8
cultbeauty_468c41eadff7e5,cultbeauty,NARS,Fresh Hesperides Grapefruit Body and Hand Wash 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; this works
cultbeauty_08968d930c81e8,cultbeauty,NARS,Fresh Sugar Lip Treatment 4.3g (Various Options),Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Clinique; NARS
cultbeauty_52281060517229,cultbeauty,NIOD,Fresh Black Tea Peptide Firming Overnight Mask 30ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Eucerin; NIOD
cultbeauty_15d472f4a4ab2b,cultbeauty,OUAI,Fresh Brown Sugar Body Polish 490g,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Clinique; OUAI
cultbeauty_55814de1d2c1b9,cultbeauty,OUAI,Fresh Sugar Face Polish Exfoliator 125g,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; OUAI
cultbeauty_99d4add7a1483a,cultbeauty,PATRICK TA,Fresh Lotus Youth Preserve Rescue Mask 100ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Eve Lom; PATRICK TA
cultbeauty_53cd5f6108606a,cultbeauty,PATRICK TA,Fresh Sugar Advanced Therapy Treatment Lip Balm 4.3g,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Eve Lom; PATRICK TA
cultbeauty_e8f12f759f1bb6,cultbeauty,PATRICK TA,Fresh Sugar Lychee Body Lotion 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NYX Professional Makeup; PATRICK TA
cultbeauty_ae066ffd3cda47,cultbeauty,PATRICK TA,Fresh Sugar Treat Lip Oil Berry Limited Edition 4ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Bondi Sands; PATRICK TA
cultbeauty_9a300b410a3b7f,cultbeauty,Patchology,Fresh Rose Deep Hydration Sleeping Mask 35ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kerastase; Patchology
cultbeauty_f91c9e6671fc32,cultbeauty,Paula's Choice,Fresh Black Tea Peptide Firming Overnight Mask 100ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kiehl's Since 1851; Paula's Choice
cultbeauty_38dcb7e573766a,cultbeauty,Paula's Choice,Fresh Soy Face Cleanser (Various Sizes),Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kiehl's Since 1851; Paula's Choice
cultbeauty_9a2173b7312dbb,cultbeauty,Paula's Choice,Fresh Sugar Face Polish Exfoliator 30g,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Paula's Choice; YSL
cultbeauty_b751119068d991,cultbeauty,Summer Fridays,Fresh Sugar Treat Lip Oil Honey Limited Edition 4ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Rimmel; Summer Fridays
cultbeauty_39f92279d5015a,cultbeauty,Thank You Farmer,Fresh Sugar Lemon Body Lotion 300ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Elizabeth Arden; Thank You Farmer
cultbeauty_854b6284d9e348,cultbeauty,The Ordinary,Fresh Awaken Radiance Set,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fresh; The Ordinary
cultbeauty_7fc2ef5d8f6e9c,cultbeauty,The Ordinary,Fresh Umbrian Clay Pore-Purifying Face Mask 100ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fresh; The Ordinary
cultbeauty_88a1c4658de332,cultbeauty,Too Faced,Fresh Umbrian Clay Pore-Purifying Face Mask 30ml,Fresh,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fresh; Too Faced
cultbeauty_fa5f6a77fc1c95,cultbeauty,The Ordinary,Fur Ingrown Eliminator Serum 32ml,Fur,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Fur; The Ordinary
cultbeauty_63bb8deeb48a73,cultbeauty,Aesop,GUERLAIN Orchidée Impériale The Essence-In-Lotion 125ml,GUERLAIN,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aesop; ESPA
cultbeauty_0a41a8cf833404,cultbeauty,HUDA BEAUTY,GUERLAIN Terracotta Joli Teint Protecting Tinted Moisturizer (Various Shades) Golden,GUERLAIN,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=GUERLAIN; HUDA BEAUTY
cultbeauty_5dada6bf7efce3,cultbeauty,PATRICK TA,GUERLAIN Ombres G 24 XMAS Eyeshadow Quad,GUERLAIN,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=MAC; PATRICK TA
cultbeauty_95df4d0d3a8323,cultbeauty,Sisley Paris,GUERLAIN Orchidée Impériale Brightening The Radiance Concentrate 30ml,GUERLAIN,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Sisley Paris; lookfantastic Beauty Box
cultbeauty_838a40534b5751,cultbeauty,Glow Recipe,Grown Alchemist Ultimate Discovery Kit,Grown Alchemist,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=ESPA; Glow Recipe
cultbeauty_4fdcbb7489fad9,cultbeauty,PATRICK TA,Grown Alchemist Resurfacing Targeted Body Cleanser 300ml,Grown Alchemist,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Grown Alchemist; PATRICK TA
cultbeauty_5a93625d2d936e,cultbeauty,Too Faced,Grown Alchemist Resurfacing Targeted Body Lotion 300ml,Grown Alchemist,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Grown Alchemist; Too Faced
cultbeauty_7dd8fc62a165ab,cultbeauty,PATRICK TA,Herbivore Cloud Jelly Pink Plumping Hydration Serum 30ml,HERBIVORE,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Medik8; PATRICK TA
cultbeauty_b192e96e2fa6e3,cultbeauty,Pai,Herbivore Aquarius Pore Purifying Clarity Cream,HERBIVORE,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; Pai
cultbeauty_a9497f4dd65abd,cultbeauty,Aesop,Hermès Eau D'Orange Verte Hand and Body Cleansing Gel Bottle 300ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aesop; Goldwell
cultbeauty_9162da630702f0,cultbeauty,Charlotte Tilbury,Hermès Twilly D'Hermès Body Shower Cream 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Charlotte Tilbury; Medik8
cultbeauty_2dde19449eea9a,cultbeauty,HUDA BEAUTY,Hermès Barenia Soap 150g,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; The Ordinary
cultbeauty_f1a36a568936d3,cultbeauty,HUDA BEAUTY,Hermès Eau De Citron Noir Hair and Body Shower Gel Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Color Wow; HUDA BEAUTY
cultbeauty_7c7d5f8db3680c,cultbeauty,HUDA BEAUTY,Hermès Un Jardin Sur Le Nil Moisturizing Body Lotion Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=CeraVe; HUDA BEAUTY
cultbeauty_d52fefc54c0ac5,cultbeauty,HUDA BEAUTY,Hermès Un Jardin À Cythère Moisturizing Body Lotion Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Jimmy Choo
cultbeauty_1beaf07d198b59,cultbeauty,Medik8,Hermès Le Jardin De Monsieur Li Moisturizing Body Lotion Bott 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Jo Malone London; Medik8
cultbeauty_5997c0e3cd49af,cultbeauty,Medik8,Hermès Terre D'Hermès After-Shave Lotion Bottle 100ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Medik8; Vichy
cultbeauty_3c1c021a69476a,cultbeauty,NARS,Hermès Eau De Citron Noir Moisturizing Body Lotion Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; Sol de Janeiro
cultbeauty_a745487b5750bf,cultbeauty,NARS,Hermès Le Jardin De Monsieur Li Hair and Body Shower Gel Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NARS; NEOM
cultbeauty_d1b99ae20b4a8a,cultbeauty,OUAI,Hermès Un Jardin Sur Le Nil Hair and Body Shower Gel Bott 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Bobbi Brown; OUAI
cultbeauty_446fc0a85f15f1,cultbeauty,Oribe,Hermès Eau De Rhubarbe Écarlate Hand and Body Cleans Gel Bottle 300ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NEOM; Oribe
cultbeauty_f0f136108690a6,cultbeauty,PATRICK TA,Hermès Barenia Body Cream 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=ESPA; PATRICK TA
cultbeauty_e6ce6b10d771b9,cultbeauty,PATRICK TA,Hermès Eau De Citron Noir Hand and Body Cleansing Gel Bottle 300ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Color Wow; PATRICK TA
cultbeauty_ed24d77794d9f2,cultbeauty,Sol de Janeiro,Hermès Terre D'Hermès Déodorant Vapo 150ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kérastase; Sol de Janeiro
cultbeauty_22900e30521ed3,cultbeauty,Tan-Luxe,Hermès Eau De Rhubarbe Écarlate Hair and Body Shower Gel Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Hermès; Tan-Luxe
cultbeauty_5c55f3583cceec,cultbeauty,Tan-Luxe,Hermès Un Jardin À Cythère Hair and Body Shower Gel Bottle 200ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Clinique for Men; Tan-Luxe
cultbeauty_59f690ee881c25,cultbeauty,Tweezerman,Hermès Barénia Hair Mist 30ml,HERMÈS,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kerastase; Tweezerman
cultbeauty_89581002099303,cultbeauty,Aveda,Hair Gain Peptide Puff Dry Shampoo 7ml,Hair Gain,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aveda; Bumble and bumble
cultbeauty_ec71763f213da2,cultbeauty,OUAI,Hair Gain Nourishing Hair Mask (Various Sizes),Hair Gain,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Hair Gain; OUAI
cultbeauty_243f9371b077f2,cultbeauty,PATRICK TA,Hair Gain Capsules Duo,Hair Gain,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Lancaster; PATRICK TA
cultbeauty_11238c5e988966,cultbeauty,Sweed,Hair Gain Hair Capsules Trio,Hair Gain,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Redken; Sweed
cultbeauty_aeb3aeb268d4e8,cultbeauty,The Ordinary,Hair Gain Scalp Massager,Hair Gain,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Denman; The Ordinary
cultbeauty_a1f6d6a3bc49ea,cultbeauty,Color Wow,Hair by Sam McKnight Deeper Love 5-minute Intense Treatment Mask 200ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Color Wow; Redken
cultbeauty_b2a2e7f63341b1,cultbeauty,HUDA BEAUTY,Hair by Sam McKnight Rich Nourish Conditioner 75ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Redken
cultbeauty_83dd433390fa6a,cultbeauty,Hair Gain,Hair By Sam McKnight Bigger Love Cool Girl Volumising Treatment Mask 50ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Hair Gain; Redken
cultbeauty_010f0c15e2cf20,cultbeauty,PATRICK TA,Hair By Sam McKnight Cool Girl Volume Nourish Conditioner 200ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Works; PATRICK TA
cultbeauty_6083765f922f74,cultbeauty,PATRICK TA,Hair By Sam McKnight Light Nourish Conditioner 200ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Works; PATRICK TA
cultbeauty_2a4474f94f732c,cultbeauty,PATRICK TA,Hair By Sam McKnight Rich Cleanse Nourishing Shampoo 250ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Sol de Janeiro
cultbeauty_07135fb21e7f75,cultbeauty,PATRICK TA,Hair by Sam McKnight Deeper Love 5-minute Intense Treatment Mask 50ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=BLEACH LONDON; PATRICK TA
cultbeauty_c6f828e11ceccb,cultbeauty,PATRICK TA,Hair by Sam McKnight Rich Cleanse Nourishing Shampoo 100ml,Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Color Wow; PATRICK TA
cultbeauty_e61f721a0a1863,cultbeauty,Paula's Choice,Hair By Sam McKnight Lazy Girl Biodegradable Hair Cleanse Cloths (20 Wipes),Hair by Sam McKnight,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Medik8; Paula's Choice
