ingredient_id,paper_key,report_id,outcome_result_id,outcome_id_status,outcome_rank,study_id,comparison_id,pmid,doi,section,page_table_figure,evidence_span,arm_ids,ingredient_outcome_relation,effect_mapping_status,effect_id,mapped_effect_ids,raw_new_effect_candidate,new_effect_candidate,raw_outcome_name,outcome_concept_id,positive_direction,instrument,model,channel,parameter,unit,estimate_direction,outcome_direction,study_design,contrast_type,eligible_contrast,p_or_ci_in_span,p_value_operator,p_value,ci_low,ci_high,alpha,n_analyzed_by_arm,paired_analysis,multiplicity_adjusted,analysis_population,pre_post_comparison,objective_or_validated_measure,statistical_gate_status,statistical_support,statistical_conclusion,equivalence_supported,safety_signal,hedge_flag,hedge_span,explicit_result_available,intervention_arm,comparator_arm,timepoint,estimate,effect_estimate,estimate_type,estimate_unit,eligibility_status,verification_status,applicability_status,score_status,machine_signal_status,full_text_status,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
glycine,PMID:38375775,PMID:38375775,outcome:bb545714b33bfba86098ea15,provisional_abstract,1,not_clustered,not_extracted,38375775,10.1093/bjd/ljae061,not_extracted,not_extracted,"Based on bioactivity, toxicity and protein source, we further characterized a combination of two novel peptides, GPKG (glycine-proline-lysine-glycine) and LSVD (leucine-serine-valine-aspartate), that acted in vitro to enhance the transcription of matrix -organization and cell proliferation genes and in vivo (in a short-term patch test) to promote processes associated with epithelial and dermal maintenance and remodelling.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_lactate,DOI:10.1016/j.jaad.2004.10.327,DOI:10.1016/j.jaad.2004.10.327,outcome:f121b8285eb40903c21ef299,provisional_abstract,1,not_clustered,not_extracted,,10.1016/j.jaad.2004.10.327,not_extracted,not_extracted,Tolerance and efficacy of a hand cream containing urea and sodium lactate in patients with dry skin and associated dermatoses,not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,full_text_unavailable,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
serine,PMID:32019242,PMID:32019242,outcome:16c851b3537818c064337937,provisional_abstract,1,not_clustered,not_extracted,32019242,10.3390/ijms21030913,not_extracted,not_extracted,Epidermal serine protease activity was increased even in non-lesions of AD patients.,not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
ascorbyl_palmitate,PMID:16112498,PMID:16112498,outcome:2b18876fa014480f379e56d2,provisional_abstract,1,not_clustered,not_extracted,16112498,10.1016/j.jdiacomp.2005.05.011,not_extracted,not_extracted,"QR-333, a topical compound that contains quercetin, a flavonoid with aldose reductase inhibitor effects, ascorbyl palmitate, and vitamin D(3), was formulated to decrease the oxidative stress that contributes to peripheral diabetic neuropathy and thus alleviate its symptoms.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
centella_asiatica_extract,DOI:10.58860/ijsh.v4i7.320,DOI:10.58860/ijsh.v4i7.320,outcome:631305ac745eed46e72d546d,provisional_abstract,1,not_clustered,not_extracted,,10.58860/ijsh.v4i7.320,not_extracted,not_extracted,"This study aims to prove the effectiveness of topical Centella asiatica extract in reducing TEWL values, skin pH values, and ODS scores in xerosis cutis in geriatrics.",not_extracted,direct,mapped_existing,effect_moisture_barrier,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,unclear,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,Y,failed_missing_eligible_contrast,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
centella_asiatica_extract,DOI:10.58860/ijsh.v4i7.320,DOI:10.58860/ijsh.v4i7.320,outcome:22fd55b25d506f3e313511c5,provisional_abstract,2,not_clustered,not_extracted,,10.58860/ijsh.v4i7.320,not_extracted,not_extracted,"Statistical test results showed that the decrease in TEWL values, skin pH and ODS scores by topical Centella asiatica extract on the right and left lower legs was significantly lower than topical petrolatum with p",not_extracted,direct,mapped_existing,effect_moisture_barrier,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,unclear,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,Y,failed_missing_eligible_contrast,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
argania_spinosa_kernel_oil,PMID:25345257,PMID:25345257,outcome:b0211aa326fe04cfbe6e2b79,provisional_abstract,1,not_clustered,not_extracted,25345257,,not_extracted,not_extracted,"To compare an efficacy of a moisturizer containing spent grain wax, Butyrospermum parkii extract, Argania spinosa kernel oil (S) with 1% hydrocortisone cream (HC) for the treatment of mild to moderate atopic dermatitis.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
lactobacillus_ferment,DOI:10.46889/jdr.2025.6316,DOI:10.46889/jdr.2025.6316,outcome:1a2b7118d872ae6ebd1dc06a,provisional_abstract,1,not_clustered,not_extracted,,10.46889/jdr.2025.6316,not_extracted,not_extracted,The Efficacy of Lactobacillus ferment Lysate-Derived Prebiotics in Mist and Serum Form on Skin Inflammation: A Two-Week Prospective Study,not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
glucose,PMID:1390188,PMID:1390188,outcome:014e342413ad24aa42f706eb,provisional_abstract,1,not_clustered,not_extracted,1390188,10.1111/j.1365-2133.1992.tb16981.x,not_extracted,not_extracted,"Cytochemical techniques, however, have shown increased glucose-6-phosphate dehydrogenase activity in the granular cell layer of patients with non-melanoma skin cancer, premalignant epidermal lesions, sun-damaged epidermis and artificially irradiated skin.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
isopropyl_myristate,DOI:10.3109/10915818209021261,DOI:10.3109/10915818209021261,outcome:a843b79d835c73c686a2cdaa,provisional_abstract,1,not_clustered,not_extracted,,10.3109/10915818209021261,not_extracted,not_extracted,"In limited studies, Isopropyl Myristate was not carcinogenic on the skin of mice, but a mixture of Isopropyl Myristate and isopropyl alcohol significantly accelerated the carcinogenic activity of benzo(a)pyrene on the skin.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,unsupported_design,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
biotin,PMID:37292551,PMID:37292551,outcome:37d478ebc3ebd766854c71e5,provisional_abstract,1,not_clustered,not_extracted,37292551,10.7759/cureus.38696,not_extracted,not_extracted,"Hence, this study aimed to compare the efficacy of commonly used topical therapies such as Procapil with platelet-rich plasma (PRP) and redensyl, saw palmetto (SP), and biotin (RSB) with PRP.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
proline,PMID:38375775,PMID:38375775,outcome:8d9677efaaf7748ca91413ef,provisional_abstract,1,not_clustered,not_extracted,38375775,10.1093/bjd/ljae061,not_extracted,not_extracted,"Based on bioactivity, toxicity and protein source, we further characterized a combination of two novel peptides, GPKG (glycine-proline-lysine-glycine) and LSVD (leucine-serine-valine-aspartate), that acted in vitro to enhance the transcription of matrix -organization and cell proliferation genes and in vivo (in a short-term patch test) to promote processes associated with epithelial and dermal maintenance and remodelling.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
jojoba_esters,PMID:19146603,PMID:19146603,outcome:c0e3f375afd3677d53f8f16c,provisional_abstract,1,not_clustered,not_extracted,19146603,10.1111/j.1473-2165.2008.00405.x,not_extracted,not_extracted,"Hydrolyzed Jojoba Esters K-20W (K-20W) have been shown to increase skin hydration and improve sensory skin ""feel"" when included in a variety of skin, hair, and nail care cosmetic/personal care formulations.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
jojoba_esters,PMID:19146603,PMID:19146603,outcome:9a35f1dfad285bc302b95456,provisional_abstract,2,not_clustered,not_extracted,19146603,10.1111/j.1473-2165.2008.00405.x,not_extracted,not_extracted,Clinical skin grading evaluations and TEWL measurements found that significantly lower evaporative (P < 0.05) TEWL values occurred in the topical formulations containing 3.75% glycerol and 1.25% K-20W (hydrolyzed jojoba esters) than with glycerol alone in a standard base skin care lotion at 8 and 24 h posttreatment.,not_extracted,formulation_limited,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,not_applicable,controlled_trial,not_extracted,N,Y,lt,0.05,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,Y,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
jojoba_esters,PMID:19146603,PMID:19146603,outcome:4f86e83fbeffc1c142f0b8db,provisional_abstract,3,not_clustered,not_extracted,19146603,10.1111/j.1473-2165.2008.00405.x,not_extracted,not_extracted,"This preliminary data ""proof of concept"" supports the position that glycerol and hydrolyzed jojoba esters work in tandem to enhance skin moisturization for at least 24 h.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
aloe_barbadensis_leaf_extract,PMID:38611819,PMID:38611819,outcome:66856d6b61f4444b39dbccbc,provisional_abstract,1,not_clustered,not_extracted,38611819,10.3390/molecules29071540,not_extracted,not_extracted,It was clinically confirmed that the developed shower gel containing Aloe barbadensis leaf extract and trimethylglycine safely improved skin hydration after one use and over 28 days.,not_extracted,direct,mapped_existing,effect_moisture_barrier,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,unclear,unsupported_design,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,Y,N,not_applicable_ineligible_design,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
dextrin,PMID:26252373,PMID:26252373,outcome:0f216e422bdf108e866c21e5,provisional_abstract,1,not_clustered,not_extracted,26252373,10.1002/14651858.cd010095.pub2,not_extracted,not_extracted,"Another RCT found that the group who used 2-hydroxypropyl-β-cyclo dextrin 20% gel for 6 months had significantly more recurrences than the placebo group (P = 0.003).These studies found no increase in adverse events related to the use of topical antiviral agents.Two RCTs found that the application of sunscreen significantly prevented recurrent HSL induced by experimental ultraviolet light (pooled RR 0.07, 95% CI 0.01 to 0.33; n = 111), but another RCT found that sunscreen did not prevent HSL induced by sunlight (RR 1.13, 95% CI 0.25 to 5.06; n = 51).",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,no_detectable_difference,not_applicable,systematic_review,eligible_abstract_contrast,Y,Y,eq,0.003,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
eugenol,PMID:39085322,PMID:39085322,outcome:9fed5a8236145f30c25ea50f,provisional_abstract,1,not_clustered,not_extracted,39085322,10.1038/s41598-024-65979-1,not_extracted,not_extracted,"Sixty-two patients with plantar fasciitis were randomized to a placebo controlled trial testing the efficacy of a topical solution of plant terpenes containing camphor, menthol, eugenol, eucalyptol, and vanillin.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
